Clone,Ano,Bloco,N_Roots,FRY,ShY,DMC,StY,Plant.Height,HI,StC,Root.Le,Root.Di,Stem.D,Nstem.Plant
BGM-0971,2018,3,0.867,1.8,3.3,NA,NA,0.863333333333333,35.2941176470588,NA,23,31.2233333333333,1.66333333333333,1.33333333333333
BGM-0971,2018,4,1.333,3.833,6.333,44,1.5082855,1.24,37.7041117450325,39.35,25,32.0366666666667,1.95933333333333,1.33333333333333
BGM-0973,2017,1,6.2,4.583,6.056,NA,NA,1.01333333333333,43.077356894445,NA,19,29.9933333333333,2.16666666666667,NA
BGM-0973,2017,2,4,0.694,3.704,NA,NA,0.84,15.7798999545248,NA,14,16.7233333333333,1.83333333333333,NA
BGM-0973,2017,3,6.333,1.389,3.472,NA,NA,0.933333333333333,28.5743674141123,NA,16.6666666666667,20.27,2.03333333333333,NA
BGM-0973,2017,4,5,2.083,4.431,NA,NA,0.945,31.9772797052502,NA,22,21.8133333333333,2,NA
BGM-0973,2018,1,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0973,2018,2,NA,NA,1.333,NA,NA,0.69,NA,NA,NA,NA,1.22666666666667,1
BGM-0973,2018,3,NA,NA,1,NA,NA,0.576666666666667,NA,NA,NA,NA,1.19033333333333,1
BGM-0973,2018,4,NA,NA,1.5,NA,NA,0.526666666666667,NA,NA,NA,NA,1.37366666666667,1
BGM-0975,2017,1,8.75,6.68,8.681,NA,NA,1.09,43.4867521645726,NA,24.6666666666667,27.23,2.33333333333333,NA
BGM-0975,2017,2,8.4,7.5,7.306,NA,NA,0.986666666666667,50.6551398081859,NA,22.6666666666667,27.9066666666667,2.26666666666667,NA
BGM-0975,2017,3,8.33,4.63,6.134,NA,NA,1.1,43.0137495354887,NA,19.6666666666667,26.57,1.73333333333333,NA
BGM-0975,2017,4,6.6,3.11,3.389,NA,NA,0.89,47.853515925527,NA,21,21.66,1.73333333333333,NA
BGM-0975,2018,1,2.81,1.286,5.714,26.7326732673267,0.283983178217822,1.21333333333333,18.3714285714286,22.0826732673267,19.3333333333333,25.16,1.78333333333333,1
BGM-0975,2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0975,2018,3,2.476,1.429,4,38.6138613861386,0.485343579207921,1.22333333333333,26.3216061889851,33.9638613861386,16,24.54,1.92,1
BGM-0975,2018,4,1.333,5,10.333,40.7407407407407,1.80453703703704,1.78333333333333,32.6094045522729,36.0907407407407,22.3333333333333,32.1066666666667,2.43933333333333,1
BGM-0978,2018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0978,2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0978,2018,3,1.467,0.8,3.3,41.1764705882353,0.292211764705882,1.15,19.5121951219512,36.5264705882353,20.3333333333333,17,1.66133333333333,1
BGM-0978,2018,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0980,2020,1,1,1.65,51,13.6186046511628,0.147981976744186,1.16666666666667,3.13390313390313,8.96860465116279,19,25.785,2.34433333333333,1.33333333333333
BGM-0980,2020,2,1.333,0.567,24,21.3857142857143,0.0948915,0.715,2.30797411161314,16.7357142857143,14,17.84,1.9335,2
BGM-0980,2020,3,NA,NA,NA,NA,NA,0.566666666666667,NA,NA,NA,NA,1.52633333333333,1
BGM-0980,2020,4,1,0.9,19.667,13.7709677419355,0.0820887096774193,0.626666666666667,4.37594204307872,9.12096774193548,14.3333333333333,23.67,2.795,1.33333333333333
BGM-0981,2020,1,3,2,8.833,14.496,0.19692,1.29666666666667,18.4621065263547,9.846,23.3333333333333,23.77,2.05,1.33333333333333
BGM-0981,2020,2,1,1.867,9.667,19.716,0.28128222,1.06,16.1869256112363,15.066,22.6666666666667,23.8066666666667,1.55333333333333,2
BGM-0981,2020,3,1.667,2.2,11.833,19.344,0.323268,1.28666666666667,15.6773320031355,14.694,23,29.6966666666667,1.94033333333333,1.33333333333333
BGM-0981,2020,4,2,2.133,14.5,26.484,0.46571922,1.21666666666667,12.8239042866591,21.834,20,25.8633333333333,1.82233333333333,1
BGM-0982,2017,1,4.8,3.056,7.222,NA,NA,1.13,29.7334111694882,NA,22,27.9633333333333,2,NA
BGM-0982,2017,2,1.5,1.042,5.208,NA,NA,1.04,16.672,NA,19.3333333333333,22.0866666666667,2.25,NA
BGM-0982,2017,3,3.2,0.972,4.722,NA,NA,1.03,17.0706006322445,NA,16,23.9066666666667,1.7,NA
BGM-0982,2017,4,2.667,0.463,6.241,NA,NA,0.86,6.9063245823389,NA,11,15.76,1.9,NA
BGM-0982,2020,1,0.333,0.967,4.333,19.38,0.1424391,1.09666666666667,18.2452830188679,14.73,22.6666666666667,19.1133333333333,1.737,1.66666666666667
BGM-0982,2020,2,2.333,3.3,15.333,15.246,0.349668,1.23666666666667,17.7105136048945,10.596,26.6666666666667,28.0133333333333,1.978,1.33333333333333
BGM-0982,2020,3,3,2.933,17,24.138,0.57158304,1.12,14.7142928811519,19.488,21.3333333333333,21.8966666666667,1.85366666666667,1.66666666666667
BGM-0982,2020,4,2.333,3.467,17,20.976,0.56602242,1.36666666666667,16.9394635266527,16.326,22,25.93,2.682,1
BGM-0984,2018,1,0.667,6.786,11.286,39.2156862745098,2.34562747058824,1.24,37.5498007968127,34.5656862745098,28.5666666666667,43.8166666666667,2.1,1.33333333333333
BGM-0984,2018,2,1.381,11.714,16.714,40,4.140899,1.36666666666667,41.2058533839876,35.35,28.6666666666667,37.7033333333333,2.52,2.33333333333333
BGM-0984,2018,3,2.333,3.333,8.167,41,1.2115455,0.893333333333333,28.9826086956522,36.35,19.6666666666667,31.86,1.988,1.66666666666667
BGM-0984,2018,4,2.733,14,22.2,41,5.089,1.43333333333333,38.6740331491713,36.35,30,43.5466666666667,2.349,3
BGM-0984,2019,1,4,4.3,6.1,25,0.87505,0.753333333333333,41.3461538461538,20.35,24.6666666666667,26.4366666666667,1.62533333333333,2
BGM-0984,2019,2,6.333,5.2,11.2,34.3137254901961,1.5425137254902,1.49,31.7073170731707,29.6637254901961,34,34.9,2.39433333333333,4.66666666666667
BGM-0984,2019,3,6.333,3,9,32.3529411764706,0.831088235294118,1.48666666666667,25,27.7029411764706,30.6666666666667,36.97,1.93933333333333,6.33333333333333
BGM-0984,2019,4,4.667,2.75,8.167,25.4901960784314,0.573105392156863,1.04,25.1900705321975,20.8401960784314,20.6666666666667,33.4666666666667,1.75633333333333,4.33333333333333
BGM-0985,2020,1,4.667,15.933,40,32.6596153846154,4.46277201923077,1.35,28.4858670194697,28.0096153846154,29.6666666666667,33.5533333333333,2.56366666666667,2
BGM-0985,2020,2,4.333,11.567,26.333,27.408,2.63241786,0.743333333333333,30.5197889182058,22.758,25.3333333333333,26.5533333333333,2.24566666666667,1.33333333333333
BGM-0985,2020,3,4.333,13.633,30,37.188,4.43590554,0.973333333333333,31.2447001123003,32.538,33,37.1466666666667,1.799,1.33333333333333
BGM-0985,2020,4,4.667,10.5,24,35.652,3.25521,0.886666666666667,30.4347826086957,31.002,24,34.4,1.97,1.66666666666667
BGM-0986,2018,1,0.667,0.667,3.167,39.2857142857143,0.231020214285714,NA,17.396974439228,34.6357142857143,14.3,28.375,1.6,NA
BGM-0986,2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0986,2018,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0986,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0989,2017,1,6.33,3.94,21.481,NA,NA,1.14,15.4989968923331,NA,21.6666666666667,26.1766666666667,2.23,NA
BGM-0989,2017,2,3.5,2.12,20.852,NA,NA,1.06333333333333,9.22862615357827,NA,14,14.6333333333333,2.43333333333333,NA
BGM-0989,2017,3,6.167,1.62,16.764,NA,NA,1.20333333333333,8.81201044386423,NA,18.6666666666667,18.0633333333333,2.83333333333333,NA
BGM-0989,2017,4,5.167,1.62,14.167,NA,NA,0.97,10.2616076518655,NA,20.3333333333333,15.5366666666667,2.43,NA
BGM-0989,2018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0989,2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0989,2018,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0989,2018,4,3.889,8,28.167,43.9252336448598,3.14201869158879,1.80333333333333,22.1196118008129,39.2752336448598,21.6666666666667,30.7166666666667,3.173,1.66666666666667
BGM-0996,2017,1,2,2.083,4.861,NA,NA,1.05,29.9971198156682,NA,12,26.3066666666667,2.2,NA
BGM-0996,2017,2,1.333,0.231,3.241,NA,NA,0.77,6.65322580645161,NA,11.3333333333333,15.5066666666667,1.73333333333333,NA
BGM-0996,2017,3,0.5,0.174,4.688,NA,NA,0.96,3.57877416700946,NA,9,15.97,2.33333333333333,NA
BGM-0996,2017,4,0.5,0.347,0.694,NA,NA,0.86,33.3333333333333,NA,13,14.08,1.7,NA
BGM-0996,2018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0996,2018,2,0.467,1.4,4.8,32,0.3829,0.97,22.5806451612903,27.35,23.25,33.6,1.97333333333333,1
BGM-0996,2018,3,0.643,4.071,7.143,38,1.3576785,1.42666666666667,36.302835741038,33.35,22,40.24,2.29266666666667,1
BGM-0996,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0998,2017,1,4.83,4.13,10.963,NA,NA,1.23666666666667,27.3636785264692,NA,22,27.86,2.43333333333333,NA
BGM-0998,2017,2,3.6,1.667,7.222,NA,NA,1.05,18.7535155810552,NA,21.6666666666667,22.7633333333333,2.26666666666667,NA
BGM-0998,2017,3,3.67,1.505,7.407,NA,NA,1.04,16.8873429084381,NA,21.6666666666667,28.9133333333333,2.33333333333333,NA
BGM-0998,2017,4,2.833,2.81,7.282,NA,NA,0.92,27.8438367023385,NA,14.3333333333333,19.73,1.93333333333333,NA
BGM-1015,2020,1,6.667,8.6,27,41.7117647058823,3.18731176470588,1.32,24.1573033707865,37.0617647058823,25,29.9366666666667,1.985,2
BGM-1015,2020,2,8,13.567,37.5,NA,NA,1.25333333333333,26.5670589617561,NA,28.6666666666667,29.5433333333333,2.17066666666667,2
BGM-1015,2020,3,5.333,13.9,32,48.336,6.072354,1.20333333333333,30.2832244008715,43.686,29.6666666666667,35.01,1.901,1.33333333333333
BGM-1015,2020,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1023,2017,1,6,3.472,10,NA,NA,0.973333333333333,25.7719714964371,NA,21.3333333333333,27.9633333333333,1.83333333333333,NA
BGM-1023,2017,2,6.2,3.667,12.778,NA,NA,0.973333333333333,22.2985709942232,NA,22.3333333333333,26.7266666666667,1.83333333333333,NA
BGM-1023,2017,3,8,2.917,11.944,NA,NA,1.21,19.6285579705269,NA,18.6666666666667,26.7966666666667,2.53333333333333,NA
BGM-1023,2017,4,6.83,3.704,11.227,NA,NA,1.13,24.8074475922577,NA,15.6666666666667,29.62,2.43333333333333,NA
BGM-1023,2018,1,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1023,2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1023,2018,3,3,6.5,8,39.0243902439024,2.23433536585366,NA,44.8275862068966,34.3743902439024,16.6666666666667,26.9433333333333,NA,NA
BGM-1023,2018,4,3.5,20.25,23.75,40.5940594059406,7.27867202970297,1.94666666666667,46.0227272727273,35.9440594059406,34,49.8366666666667,2.43,2.66666666666667
BGM-1024,2017,1,6,2.778,12.5,NA,NA,1.34333333333333,18.1830082471528,NA,25.3333333333333,25.58,2.33333333333333,NA
BGM-1024,2017,2,5.4,3.611,10.028,NA,NA,1.44666666666667,26.4755480607083,NA,21.3333333333333,21.64,2.33333333333333,NA
BGM-1024,2017,3,5,1.389,7.176,NA,NA,1.18333333333333,16.2171628721541,NA,19.6666666666667,23.3266666666667,2.26666666666667,NA
BGM-1024,2017,4,NA,NA,6.463,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1024,2018,1,1.933,3.4,6.3,39.6039603960396,1.18843465346535,1.23333333333333,35.0515463917526,34.9539603960396,14.6666666666667,48.36,1.40333333333333,2
BGM-1024,2018,2,NA,1,2.5,39.1304347826087,0.344804347826087,NA,28.5714285714286,34.4804347826087,NA,NA,NA,NA
BGM-1024,2018,3,1.556,2,3.967,38,0.667,1.20333333333333,33.5176805765041,33.35,14.6666666666667,51.6933333333333,1.48466666666667,2.33333333333333
BGM-1024,2018,4,1.8,4.4,4.8,NA,NA,1.03,47.8260869565217,NA,18.1666666666667,38.1833333333333,1.55066666666667,1.66666666666667
BGM-1029,2017,1,7.857,4.46,14.087,NA,NA,1.43666666666667,24.047015689869,NA,18.6666666666667,30.2366666666667,2.33333333333333,NA
BGM-1029,2017,2,6,2.546,10.648,NA,NA,1.14333333333333,19.2966499924208,NA,15.6666666666667,26.0666666666667,2.13333333333333,NA
BGM-1029,2017,3,5,2.5,11.806,NA,NA,1.27,17.4751852369635,NA,19,25.08,2,NA
BGM-1029,2017,4,8.333,3.704,19.028,NA,NA,1.29,16.2942108041527,NA,21.3333333333333,23.7166666666667,2.46666666666667,NA
BGM-1029,2020,1,5.333,6.267,34.5,21.102,1.03104684,1.38333333333333,15.3727279417176,16.452,21,25.0266666666667,2.10266666666667,3.33333333333333
BGM-1029,2020,2,5.333,11.233,37.833,24.672,2.24907126,1.39333333333333,22.8936534463783,20.022,22.3333333333333,26.18,2.29733333333333,4.33333333333333
BGM-1029,2020,3,3.667,8.133,39.667,28.5588235294118,1.94450461764706,1.30333333333333,17.0146443514644,23.9088235294118,21,30.18,2.12066666666667,4
BGM-1029,2020,4,7,10.933,28.5,28.326,2.58849708,1.24333333333333,27.7255090913702,23.676,25.6666666666667,33.1466666666667,2.31733333333333,2.33333333333333
BGM-1031,2017,1,4.75,2.604,7.375,NA,NA,1.26,26.0947990780639,NA,19.6666666666667,28.89,2.234,NA
BGM-1031,2017,2,4.6,2.361,6.389,NA,NA,1.25,26.9828571428571,NA,22.3333333333333,25.98,2.23333333333333,NA
BGM-1031,2017,3,0.125,0.13,2.477,NA,NA,1.14,4.98657460682777,NA,15,22.35,2.3,NA
BGM-1031,2017,4,2.333,0.463,2.39,NA,NA,1,16.2285313704872,NA,19.6666666666667,20.31,1.93333333333333,NA
BGM-1034,2017,1,5.67,3.51,11.47,NA,NA,1.21333333333333,23.4312416555407,NA,21.6666666666667,27.58,2.56666666666667,NA
BGM-1034,2017,2,2.667,1.273,7.523,NA,NA,0.98,14.4724874943156,NA,19.3333333333333,18.74,2.37,NA
BGM-1034,2017,3,5,3.75,11.667,NA,NA,1.23333333333333,24.3237984043588,NA,21.3333333333333,23.45,2.8,NA
BGM-1034,2017,4,2.5,1.23,8.09,NA,NA,1.03666666666667,13.1974248927039,NA,15.3333333333333,22.1466666666667,2.1,NA
BGM-1034,2018,1,NA,NA,NA,NA,NA,0.823333333333333,NA,NA,NA,NA,1.51,3.33333333333333
BGM-1034,2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1034,2018,3,0.444,0.917,6.25,32,0.2507995,1.1,12.7947537323845,27.35,16.6666666666667,27.5433333333333,1.72933333333333,2.66666666666667
BGM-1034,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1041,2017,1,2.8,1.389,6.25,NA,NA,1.03,18.1830082471528,NA,15,28.5233333333333,2.2,NA
BGM-1041,2017,2,5.6,3.75,10,NA,NA,0.82,27.2727272727273,NA,19.6666666666667,27.7666666666667,1.97,NA
BGM-1041,2017,3,6.4,0.833,8.611,NA,NA,0.92,8.82041507835663,NA,15.6666666666667,25.7766666666667,2.43333333333333,NA
BGM-1041,2017,4,4.45,1.042,10.556,NA,NA,1.09666666666667,8.98430763924815,NA,16.3333333333333,23.86,2.4,NA
BGM-1041,2020,1,3,2.7,28.667,23.4176470588235,0.506726470588235,1.44,8.6077724997609,18.7676470588235,15.3333333333333,24.87,2.73833333333333,2.33333333333333
BGM-1041,2020,2,4,1.233,19.333,22.3538461538462,0.218288423076923,1.16,5.99533210152679,17.7038461538462,18.6666666666667,23.1066666666667,1.927,2
BGM-1041,2020,3,2.333,1.3,19.167,17.628,0.168714,1.48666666666667,6.35168808325597,12.978,20.6666666666667,21.2333333333333,2.21233333333333,1.66666666666667
BGM-1041,2020,4,2.667,8.6,26.5,29.2941176470588,2.11939411764706,1.26,24.5014245014245,24.6441176470588,23.6666666666667,27.51,2.22066666666667,1
BGM-1042,2020,1,3,2.067,21,26.808,0.45800586,1.09,8.96085316686175,22.158,27,24,1.94366666666667,2
BGM-1042,2020,2,3.333,3.533,24.5,25.59,0.7398102,1.19666666666667,12.6030036028966,20.94,24.6666666666667,22.4533333333333,2.13866666666667,2
BGM-1042,2020,3,4.333,5.833,24.833,31.062,1.54061196,1.30333333333333,19.0210656753408,26.412,23,29.6766666666667,2.38966666666667,1.33333333333333
BGM-1042,2020,4,2.667,5.833,30.667,26.532,1.27637706,1.17,15.9808219178082,21.882,20.3333333333333,26.8933333333333,2.11833333333333,1.33333333333333
BGM-1043,2020,1,1.667,1.6,21.667,23.7375,0.3054,1.38,6.87669231099841,19.0875,13.3333333333333,14.9133333333333,1.98466666666667,1.33333333333333
BGM-1043,2020,2,1,1.067,20.667,18.77,0.1506604,0.953333333333333,4.90935860863164,14.12,13,20.29,2.01433333333333,2
BGM-1043,2020,3,1.667,1.6,27,17.826,0.210816,1.11666666666667,5.59440559440559,13.176,20.3333333333333,19.4533333333333,2.37933333333333,1.66666666666667
BGM-1043,2020,4,2.333,2.167,20.833,26.532,0.47418294,1.13333333333333,9.42173913043478,21.882,17.6666666666667,24.7866666666667,2.15533333333333,1.66666666666667
BGM-1044,2018,1,5,8.5,20.5,34,2.49475,NA,29.3103448275862,29.35,17.3333333333333,19.83,NA,NA
BGM-1044,2018,2,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1044,2018,3,0.917,2.375,4,31.6831683168317,0.642037747524753,0.906666666666667,37.2549019607843,27.0331683168317,19.6666666666667,32.9366666666667,1.97633333333333,1
BGM-1044,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1064,2017,1,5.333,4.6,8.565,NA,NA,1.27333333333333,34.941131788834,NA,25.6666666666667,31.12,2.5,NA
BGM-1064,2017,2,5.83,3.588,16.37,NA,NA,1.42,17.977753281892,NA,23.6666666666667,26.5533333333333,2.56666666666667,NA
BGM-1064,2017,3,6.167,2.431,14.352,NA,NA,1.38,14.4848954298993,NA,20.6666666666667,23.45,2.7,NA
BGM-1064,2017,4,3.17,3.04,9.09,NA,NA,1.2,25.0618301731245,NA,15,31.73,2.3,NA
BGM-1067,2018,1,1.056,8.667,12.5,31.6831683168317,2.3429646980198,1.21666666666667,40.9458118769783,27.0331683168317,25.3333333333333,40.0833333333333,2.56,1
BGM-1067,2018,2,NA,NA,2.1,NA,NA,0.576666666666667,NA,NA,NA,NA,1.52333333333333,1.33333333333333
BGM-1067,2018,3,0.5,3.5,3.5,36.6336633663366,1.11942821782178,0.79,50,31.9836633663366,22,34.3433333333333,1.888,1
BGM-1067,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1078,2020,1,3.667,3.567,21.667,30.444,0.92007198,1.27,14.1356899421416,25.794,29,27.2533333333333,2.50466666666667,1
BGM-1078,2020,2,4.667,3.8,26.667,25.92,0.80826,1.04,12.4725112416713,21.27,28.3333333333333,21.5966666666667,2.16033333333333,2.66666666666667
BGM-1078,2020,3,2.667,5.767,21.833,31.296,1.53667482,0.976666666666667,20.8949275362319,26.646,28.6666666666667,29.9066666666667,2.24366666666667,1.66666666666667
BGM-1078,2020,4,4.667,4.933,33,29.088,1.20552654,1.00333333333333,13.0045079482245,24.438,20.3333333333333,30.6433333333333,2.05333333333333,3.33333333333333
BGM-1079,2020,1,4.667,5.367,20,27.1588235294118,1.20804855882353,1.26,21.1574092324674,22.5088235294118,25.6666666666667,23,2.131,2
BGM-1079,2020,2,3.333,3.467,14.833,29.478,0.86078676,1.1,18.9453551912568,24.828,27.6666666666667,23.5633333333333,1.893,1.33333333333333
BGM-1079,2020,3,2.667,1.833,11.833,33.858,0.53538264,0.916666666666667,13.4128494072882,29.208,22.3333333333333,21.55,1.426,2
BGM-1079,2020,4,2,2.933,19,35.514,0.90524112,1.00333333333333,13.3725436556787,30.864,18,32.25,1.897,1
BGM-1081,2017,1,5.5,2.22,9.375,NA,NA,1.13,19.1461836998706,NA,17.6666666666667,25.9633333333333,2,NA
BGM-1081,2017,2,6.67,4.9,9.57,NA,NA,1.31333333333333,33.8631651693158,NA,24.3333333333333,24.47,2.13333333333333,NA
BGM-1081,2017,3,5,1.944,NA,NA,NA,1.06666666666667,NA,NA,16,14.82,1.73333333333333,NA
BGM-1081,2017,4,5.833,2.315,5.82,NA,NA,NA,28.4572833435771,NA,15.6666666666667,21.3766666666667,NA,NA
BGM-1082,2020,1,8,11.233,22.333,26.472,2.45126526,1.14333333333333,33.4654114282309,21.822,27.6666666666667,27.69,2.32966666666667,1.66666666666667
BGM-1082,2020,2,5,10.2,26.833,23.436,1.916172,1.02,27.5430021872384,18.786,24,32.9533333333333,2.49,1
BGM-1082,2020,3,4.667,10.767,20.333,32.5470588235294,3.00367632352941,1.07666666666667,34.620578778135,27.8970588235294,31.3333333333333,33.0033333333333,2.19366666666667,1
BGM-1082,2020,4,5,14.967,38.667,29.832,3.76898994,1.17666666666667,27.9058060185703,25.182,31,35.3,2.255,1.33333333333333
BGM-1103,2017,1,4.83,1.736,13.28,NA,NA,1.25,11.5610015982952,NA,18.6666666666667,23.53,2.66666666666667,NA
BGM-1103,2017,2,3.5,2.546,9.028,NA,NA,1.13666666666667,21.997580784517,NA,23.3333333333333,28.2966666666667,2.06666666666667,NA
BGM-1103,2017,3,4.67,3.125,11.458,NA,NA,1.31666666666667,21.4290612356854,NA,19.6666666666667,27.7433333333333,2.1,NA
BGM-1103,2017,4,2.143,0.595,8.06,NA,NA,1.07,6.87463893703062,NA,22,22.4833333333333,2.23333333333333,NA
BGM-1105,2018,1,1.583,3.625,6.75,NA,NA,0.97,34.9397590361446,NA,25.6666666666667,33.5266666666667,1.80333333333333,1.66666666666667
BGM-1105,2018,2,NA,NA,4.667,NA,NA,0.806666666666667,NA,NA,NA,NA,NA,1.66666666666667
BGM-1105,2018,3,NA,NA,1,NA,NA,0.486666666666667,NA,NA,NA,NA,NA,1.33333333333333
BGM-1105,2018,4,NA,NA,NA,NA,NA,0.826666666666667,NA,NA,NA,NA,1.77066666666667,2
BGM-1110,2020,1,3.667,7.7,27.333,29.046,1.878492,1.38333333333333,21.9792766819856,24.396,27.3333333333333,28.88,2.032,3.33333333333333
BGM-1110,2020,2,6.667,14.833,34,25.572,3.10336026,1.30333333333333,30.3749513648557,20.922,23,27.9466666666667,2.27166666666667,2
BGM-1110,2020,3,4.667,7.067,25.167,32.1823529411765,1.94571138235294,1.03,21.9240553452876,27.5323529411765,22.6666666666667,34.3066666666667,1.968,3.33333333333333
BGM-1110,2020,4,4.667,12.7,41,30.69,3.30708,1.31,23.6499068901303,26.04,24,35.0266666666667,2.38466666666667,1.66666666666667
BGM-1116,2020,1,4.667,4.467,24,24.2882352941176,0.877239970588235,0.92,15.6918537253662,19.6382352941176,26.6666666666667,21.0133333333333,2.01033333333333,1.33333333333333
BGM-1116,2020,2,3,3.067,19.667,25.5923076923077,0.642300576923077,0.753333333333333,13.4908067212105,20.9423076923077,28.3333333333333,23.0333333333333,1.687,1.66666666666667
BGM-1116,2020,3,5.667,4.867,28.833,30.7673076923077,1.27112936538462,0.863333333333333,14.4421364985163,26.1173076923077,20,26.8533333333333,2.14,3.33333333333333
BGM-1116,2020,4,3,3.267,23.333,29.364,0.80740638,0.793333333333333,12.281954887218,24.714,18,28.59,1.67933333333333,1.66666666666667
BGM-1119,2020,1,7.333,15.767,26,28.776,3.80394642,1.08666666666667,37.749898245026,24.126,19.3333333333333,36.22,2.17433333333333,2.66666666666667
BGM-1119,2020,2,9,8.333,17,25.224,1.71443142,1.08333333333333,32.8938538664982,20.574,23.6666666666667,28.5466666666667,2.46166666666667,2
BGM-1119,2020,3,4.667,9.867,15.333,27.054,2.21060268,0.883333333333333,39.1547619047619,22.404,20.3333333333333,36.0866666666667,1.702,2.33333333333333
BGM-1119,2020,4,5,8.433,15.833,28.344,1.99811502,0.956666666666667,34.7523283606692,23.694,18.3333333333333,37.58,1.967,1.33333333333333
BGM-1120,2020,1,7,10.6,34.5,23.928,2.043468,1.09666666666667,23.5033259423503,19.278,27.6666666666667,25.7566666666667,1.97566666666667,2.66666666666667
BGM-1120,2020,2,4.333,5.133,28.333,16.8352941176471,0.625471147058824,1.01,15.3379549393414,12.1852941176471,25,27.1933333333333,2.034,1
BGM-1120,2020,3,4.333,5.433,20,19.368,0.79962894,1.02333333333333,21.3620099870247,14.718,22.6666666666667,35.2566666666667,2.086,1.66666666666667
BGM-1120,2020,4,3,8.6,20,25.974,1.833864,1.08666666666667,30.0699300699301,21.324,27.3333333333333,31.7366666666667,1.72966666666667,1.33333333333333
BGM-1123,2020,1,9,18.067,55.167,34.77,5.4417804,2.05,24.6702351366851,30.12,29.3333333333333,37.41,2.81033333333333,3.66666666666667
BGM-1123,2020,2,6.667,10.233,47,28.9529411764706,2.48691997058824,1.39333333333333,17.8795450177345,24.3029411764706,26.6666666666667,32.0066666666667,2.02766666666667,3.33333333333333
BGM-1123,2020,3,4.333,12.967,37.333,32.8705882352941,3.65936367647059,1.46,25.779324055666,28.2205882352941,29,35.0933333333333,2.22633333333333,1.66666666666667
BGM-1123,2020,4,5,12.2,37,31.7058823529412,3.30081764705882,1.40666666666667,24.7967479674797,27.0558823529412,21.3333333333333,30.1133333333333,2.09366666666667,3
BGM-1124,2018,1,0.375,1.5,4.75,36.7132867132867,0.480949300699301,0.77,24,32.0632867132867,23.5,42.41,1.50666666666667,1
BGM-1124,2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1124,2018,3,1.444,10.333,11.667,44,4.0660355,1.40333333333333,46.9681818181818,39.35,31,43.3433333333333,2.38533333333333,1
BGM-1124,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1126,2020,1,1.667,0.9,19.833,19.3548387096774,0.132343548387097,1.14,4.34090580234409,14.7048387096774,18,18.3833333333333,1.92833333333333,2.66666666666667
BGM-1126,2020,2,0.667,0.7,14.333,16.455,0.082635,1.225,4.65642253708508,11.805,14.6666666666667,17.0466666666667,2.448,2
BGM-1126,2020,3,NA,NA,NA,NA,NA,1.09,NA,NA,NA,NA,1.95233333333333,1.66666666666667
BGM-1126,2020,4,2.333,1.933,18.333,16.128,0.22186974,1.25666666666667,9.53814270206257,11.478,18.6666666666667,25.11,2.32266666666667,2.33333333333333
BGM-1133,2020,1,0.667,0.633,3.333,16.1823529411765,0.0729997941176471,0.75,15.9606656580938,11.5323529411765,15.6666666666667,17.34,1.41166666666667,1
BGM-1133,2020,2,1.333,1,8.333,19.2,0.1455,1.01666666666667,10.7146683810136,14.55,20.6666666666667,19.8333333333333,2.09866666666667,1
BGM-1133,2020,3,1,0.733,11.333,26.016,0.15661278,0.903333333333333,6.07492126636831,21.366,15.3333333333333,23.8833333333333,1.85766666666667,1
