H2,Ano,NR.P,PTR,PPA,AP,HI,RF,CR,DR,DCaule,Ácaro,MS,PROD.AMD,AMD,Porte,Nº.Hastes,Stand_Final,Branching_Level,Staygreen
H2,2017,0.670634395557606,0.637125205501674,0.749661860698523,0.712792566767954,0.58881742700956,0.320703318595676,0.45718284335228,0.480416530217335,0.516144089159067,0.230597495949998,NA,NA,NA,NA,NA,NA,NA,NA
H2,2018,0.608535689183196,0.246080438967856,0.21334484348249,0.250817735342076,0.407660827599783,0.297039809806396,0.118242277741562,0.26613453701231,0.269154713501519,0.386376562563671,0.359784193866556,0.193706464038707,0.356709801918528,0.179095176220529,0.341524320847358,0.0429893767658933,0.22393392026804,0.0280484155460915
H2,2019,0.497897214987333,0.511710447839175,0.328344478557289,0.306744373603248,0.583885840117361,NA,0.248535559989388,0.363172223564366,0.309349486738009,NA,0.394006419879014,0.422323427300647,0.394006419880422,0.479881735956679,0.449286842779325,0.282058709889408,0.689093937617906,NA
H2,2020,0.585141920424648,0.748305755761354,0.724268280644208,0.515074778203588,0.769429018528292,0.127819617059609,0.526050529332306,0.629071120814415,0.400281801453094,0.320518706276727,0.708085384807338,0.703240066245175,0.708085384819253,0.302501788423592,0.428427434641762,0.464390654756319,0.65135828671199,NA
