Clone,NR.P,PTR,PPA,MS,PROD.AMD,AP,HI,AMD,Porte,RF,CR,DR,DCaule,Ácaro,Nº Hastes,Stand_Final,Branching_Level,Staygreen
BGM-0279,2.47395773833108,2.58171691986457,7.4793418060228,0.534435513053491,0.544497918278715,0.268781456140194,3.20170933165153,0.537433108825684,0.149666527386732,-0.0584850679204412,3.29944617920341,-0.843301510688633,0.0260759976168486,-0.233150314808819,0.0957748453317985,0.563431280840358,-0.315520497293945,-0.0122425368452893
BGM-0284,0.868137317651301,-1.02639280147355,-7.82891384084884,-3.03977566169382,-0.726431539378436,0.00361646519936909,6.55860763591456,-3.03659308569855,-0.176398397449427,-0.217060741622827,-1.02473585098587,-3.3898522282437,-0.37202032844631,0.128047652838525,-0.308413501900846,-1.39558786593825,-0.315520497293945,-0.0122425368452893
BGM-0286,4.30272223695377,1.39798053789845,4.0907119052641,NA,NA,0.320766070128244,1.83968384176081,NA,NA,0.273455341744932,2.89456628642948,1.21675215842545,0.0698460942758989,-0.072196099283438,NA,NA,NA,NA
BGM-0287,2.98669719583683,2.03467108648791,1.85938084655587,NA,NA,0.215490129753196,8.58546533569425,NA,NA,0.241443102602056,3.70493343521894,2.64731913810754,0.0207181771412042,-0.0102408600494591,NA,NA,NA,NA
BGM-0290,0.12868962656178,-0.79259909755234,-1.14684847629072,NA,NA,-0.103821762619043,-4.27964973313526,NA,NA,0.06432832292774,-2.61593032533876,-1.99427098451742,0.298607239821877,0.0520635773897306,NA,NA,NA,NA
BGM-0298,-0.370685267106919,-0.837026497982978,2.64199357406945,-3.22606030026755,-0.397523732771041,-0.0596000262933722,-8.3225377407151,-3.29263030002642,1.11140746833858,-0.238092038499688,5.83456424247758,-3.52724307792038,0.166309061085212,0.25586602225307,0.00395837376947847,-0.182096447721527,-0.0193398925200999,0.0242331057349505
BGM-0303,1.8040416529562,2.2595886784196,6.2956081187905,0.790623095636885,0.499380044641393,0.350209754770585,3.56420589990735,0.807805729561446,-0.282355794545558,0.208072966162191,1.61818598124909,2.84549771653725,0.140081380114339,-0.232165807667504,0.170907005531692,0.497245716699721,-0.386029989187672,-0.0129995523986162
BGM-0318,-0.283704254640627,-2.28148876191796,-4.26500874265063,-1.04997293802561,-0.743125652226809,-0.247693048881276,-3.26179223290535,-1.17539029377043,-0.518917155842218,-0.133528529091092,-2.36970234779224,-3.78995665367543,-0.165004032146987,0.380125698926239,0.119440758693091,-0.508599638851296,-0.416997225506284,-0.0314708581732957
BGM-0319,-0.4087824721941,-1.45160598797511,0.509028846528348,2.35353070066696,-0.500416764357505,0.206925452510532,-6.73495938147809,2.29015515635734,-0.19285223100606,0.318331892519585,1.31265726320129,-3.12149151567199,-0.0167114851299684,-0.170149115250997,-0.06854483334083,0.130182075076669,-0.218168559013192,0.00566511776553514
BGM-0323,0.618340273440976,3.21206955951838,2.83141253475155,1.55672885098264,1.21934444807788,0.178274496147114,8.49445584274324,1.56724183275925,0.10240573993175,0.180991108034913,1.86995616395489,1.77557866520162,0.211306185752087,0.0232063210821459,0.0200084735816228,0.366915293186088,0.000441502919387573,0.0209542732751212
BGM-0324,1.79653979302492,1.14554941094215,-0.693672769486851,NA,NA,0.0879473451008715,7.61387725756077,NA,NA,-0.040235186480856,0.581145139322069,4.74581278286698,0.0614767840729972,0.300582930736068,NA,NA,NA,NA
BGM-0337,0.31266930847088,4.12422637225603,10.6293119645298,1.67954104554023,0.958378885711709,0.313507158579663,4.85571602411299,1.68247937736117,-0.176398397449427,0.046078441488155,3.94773989823496,3.6806837191281,0.201887307279136,-0.233150314808819,-0.192931116977234,0.726682876405243,-0.315520497293945,0.0434614270629569
BGM-0338,1.73123649168902,2.41083274224196,10.1742462756308,2.74151268285115,0.657206450567307,0.117449284872402,2.33340851022801,2.74439605324403,0.312698989804811,-0.0584850679204412,-0.266169275470171,1.89554676411377,0.241111474430068,0.0153690385375184,0.499963192564443,0.726682876405243,0.0821368356922396,-0.0122425368452893
BGM-0340,-2.78800577807903,-2.74061261224221,-1.37327107185077,-3.3564364823406,-0.627770698794065,0.0350187689036196,-14.2749873489258,-3.33089668809351,-0.616154963783391,-0.064668645331853,-0.821286058136471,-4.4369983503212,-0.111353551333628,0.00984879103316656,0.0203290744081907,0.258519062415497,-0.377524803799839,-0.00172251768350808
BGM-0341,0.0423309338404513,-2.60246522346113,-6.94059158559039,0.735330143018098,-0.547208327384081,-0.1141440784443,-3.90466854436114,0.738317341661626,-0.176398397449427,0.0460784414881548,-1.67080566670522,-3.11114511528896,-0.0865749177142074,0.0153690385375184,-0.106319328284524,-0.252826696984064,0.479794168678424,0.00632545112412612
BGM-0349,0.386747577963159,-0.686398929855417,-1.11728349696943,1.26900887179314,-0.121591420711292,-0.0611721253840055,-0.101646253369947,1.29430928009699,0.525072273143165,0.039894864076743,-0.200004577397894,-2.41343356535985,-0.039154301983263,0.00984879103316656,-0.61482404267168,0.0952674668506128,0.616618528665622,-0.00172251768350808
BGM-0358,-0.626312043309337,0.518894021078762,3.7559303362514,-0.76567392383482,0.122543158880525,-0.0311507634725809,-0.856146786022562,-0.741321444371003,1.34023458523356,0.039894864076743,3.47365983044761,-1.80083494461255,0.268334154871343,-0.114410885640002,-0.845788812518906,-1.04749370210358,1.2131045281449,-0.00172251768350808
BGM-0359,-1.50440512972136,-1.70013470054671,-1.44530038947529,-1.94668247003684,-0.450142475891952,-0.0495311891326365,-6.96162524277756,-1.92121563639529,0.688104735561244,-0.064668645331853,-0.77336180596837,-1.15630270370964,0.249865877023607,0.00984879103316656,-0.672565235133487,0.585022253545266,0.815447195158714,-0.00172251768350808
BGM-0360,0.212405482699942,1.1538919478093,2.84463998512987,2.5181594080813,0.212787526392713,0.0844400814591585,3.11834692262474,2.50292057015707,0.59580661411369,0.279469995823757,1.18649396472602,3.20698703817499,0.253870980592957,0.079664462221766,0.0140813495443119,0.0274847345736886,0.111190147857017,0.0209542732751212
BGM-0362,1.57819293481188,0.451208854200952,-0.279924331961517,-0.12522755532766,-0.312782808471682,0.0309662575539751,5.29029632239441,-0.0998549895175277,0.0359748858889266,-0.000239958706325921,-0.856217854382651,0.835215797562597,0.101397439354003,-0.207654391437473,-0.845788812518906,0.258519062415498,0.616618528665622,-0.00172251768350808
BGM-0366,-0.565626430395893,-2.00199984460077,-11.770755826645,-0.0478456877317335,-0.461182044725007,-0.14355275950039,3.88258520403753,-0.0448179564971533,-0.0133659350313475,-0.163048577329037,-0.482267181814025,-0.592294052903923,0.0106206714421567,0.139628715210687,-0.423895886824459,-0.579329888113833,-0.116691830800853,-0.0122425368452893
BGM-0368,-0.430457243080679,-1.79944235103701,-12.6107478689135,1.20515702785553,-0.349833183670713,-0.181538972531171,6.84215293319693,1.20811991101301,-0.502463322285586,-0.0584850679204412,-0.86043851791577,0.300566974087842,-0.399698710105434,0.139628715210687,0.0380336528699919,0.726682876405243,-0.315520497293945,-0.0122425368452893
BGM-0371,0.987907287682712,0.122198589775756,10.1742462756308,-2.47611079143367,-0.160756338140504,-0.187665781084523,-2.62988216653755,-2.47238335937629,0.475731452222891,-0.0584850679204411,2.65115246017185,0.933644058756974,0.209196504856336,0.139628715210687,0.55770438502625,0.236928089710589,-0.315520497293945,-0.0122425368452893
BGM-0384,-0.288490401248674,1.04349517013996,3.0576869511157,2.99900357231577,0.362380853449618,-0.091806168150765,2.34364401552939,3.02421444623288,0.851137197979324,-0.064668645331853,0.0701178055319207,-3.30980518616678,-0.0796617633653068,0.00984879103316656,0.539999806564448,-0.394487319844041,0.0201325291863457,-0.00172251768350808
BGM-0389,-0.258579214456771,-0.13845977610907,4.75409562064566,NA,NA,0.173109983992463,-6.75776521377446,NA,NA,-0.040235186480856,3.00261523960142,-0.475354060486862,0.187016437116522,0.176323254062899,NA,NA,NA,NA
BGM-0394,1.86620302654948,-0.155843812438171,2.85938557354591,0.230132359542839,-0.0366852081655604,0.164625710733212,-0.515201037853654,0.233145704262837,-0.176398397449427,0.046078441488155,2.00285874114028,-3.20593114829857,0.0361191698603305,-0.233150314808819,0.0957748453317987,-0.0895751014191799,-0.315520497293945,-0.0122425368452893
BGM-0396,1.77205814055357,3.11206252540721,4.79360164289549,6.18362311492685,1.57364943098149,0.261116742273686,7.30139560538631,6.17470664447282,-0.569150481366331,0.0213256948534531,4.34495788268699,1.25828808302088,0.316678255910365,-0.165552551927049,0.0261218033103057,-0.359672972028238,-0.351734556878094,-0.00722648628069369
BGM-0398,1.05559320756769,-0.547872219925339,7.02427611712382,-2.43819084157537,-0.227481549832343,0.0378007736788273,-3.29121080364681,-2.4350394000847,0.149666527386732,-0.163048577329037,-1.13056090084558,-1.14989337054689,0.0890690057440216,0.263888391883856,0.442222000102637,0.0736764941457048,-0.315520497293945,-0.0122425368452893
BGM-0399,-0.36688344573143,-1.63216969387089,-1.39962813730556,-1.22928365747799,-0.554054773587665,-0.0387688772119758,-8.16156648348894,-1.23935480765205,0.948375005920496,-0.282648599088798,-2.83522153988952,-0.525448011347348,0.138690337415637,0.131606345579901,-0.227006396077747,-0.508599638851296,0.378317440466084,0.00566511776553514
BGM-0400,1.05559320756769,1.10843357716486,5.48436070563505,5.99132572166109,0.547255420187003,0.0420895396661737,1.50443994825421,5.99404090077721,-0.502463322285586,0.255205460305347,1.13846711576487,0.0331767451656692,-0.0554410837594133,-0.357409991481988,0.0380336528699919,0.726682876405243,-0.315520497293945,0.0248934390935415
BGM-0406,2.06885548129493,-0.0420474677394277,5.06415468649022,0.67525214637139,-0.0115560841680879,0.2375347325181,-0.982662657911264,0.678242454299928,-0.176398397449427,-0.0584850679204412,1.51663845186662,-2.63545965333332,0.0924725252265351,0.139628715210687,0.268998422717217,0.400179685275474,-0.315520497293945,0.00632545112412612
BGM-0410,-0.295288055765465,1.15926261113029,3.69916761780387,0.392488809056482,0.253154683376629,-0.0712564185708369,2.3542245376012,0.395493751158178,0.964828839477129,0.255205460305347,-0.590316134985953,3.31675216028874,-0.0256463394370835,-0.233150314808819,0.0380336528699921,-0.416078292548949,-0.315520497293945,0.0434614270629569
BGM-0411,-0.415183958005722,-1.69547447503519,-0.359206362253547,-0.10775679920539,-0.50798125462857,-0.10448853405343,-11.7830519563923,-0.11378627719012,-0.19285223100606,-0.167423806169116,0.200560164560679,-1.04670422408329,-0.128832529612104,-0.251266546231979,-0.0625255660942488,-0.119056057806496,-0.416997225506284,0.00566511776553514
BGM-0420,-0.807507222786983,0.0551876132575823,-0.60559778940442,-1.22218330482116,-0.0364261436532189,0.0518109941205379,3.80122431096276,-1.23225508597217,0.133212693830099,0.0490562135841685,1.26353300788754,-1.5104832773569,0.144649312434031,-0.156599531982373,-0.0576503802831621,-0.0459020166710092,-0.0193398925200999,-0.0129028702038802
BGM-0421,0.589602685163352,0.57598185400263,0.0398055412554557,2.47041673373195,0.227240249463363,-0.0991583384147871,3.00077422493644,2.49565496420594,-0.290090038947232,0.0398948640767431,-0.6322003900856,2.69331023777524,0.0570369699487532,-0.238670562313171,-0.152894502977229,0.585022253545266,-0.377524803799839,-0.00172251768350808
BGM-0424,-0.498143162965659,-2.97552757349851,0.619336794826329,-3.74120957833964,-0.708168428630932,-0.0620662057408091,-7.81866738579445,-3.73799070023573,0.149666527386732,-0.163048577329037,2.38103007724203,-5.99568303342095,0.306726866420817,0.388148068557025,-0.25067230943904,0.23692808971059,0.479794168678424,-0.0122425368452893
BGM-0426,-0.751074574687272,-0.763139110383465,-9.62146560409596,-3.15861529123758,-0.320418455227063,-0.275108046312378,8.85780840858965,-3.15664740974825,-0.441631585769326,0.0166872727377022,-0.406554240724324,3.77540860123365,-0.305919150851474,-0.0131845143291029,-0.0831104383927188,-1.87070839139788,-0.0351971361274682,-0.00709866136867396
BGM-0427,0.244780736131154,-0.351952846469004,-4.52561446406838,-1.0547140960594,-0.15619172942192,-0.00876297132664739,3.33618246434224,-1.05163425521694,-0.339430859867506,-0.0584850679204412,0.598222349905241,3.34249651493332,-0.0419385966320655,0.263888391883856,0.788669154873475,-0.742581483678717,-0.315520497293945,-0.0122425368452893
BGM-0428,NA,-1.46711984468153,-2.75541925051926,-3.67210482730193,-0.446172558387422,-0.0790926532321098,-8.46680266417902,-3.67388385459307,-0.355884693424139,-0.165503404393093,NA,NA,-0.17498326264906,0.118759373692601,0.337062512936453,-0.0793971910292987,-0.218168559013192,-0.0314708581732957
BGM-0434,1.25824566231314,4.04191368292394,4.46923032255354,0.736644464351405,0.824213681447286,0.25407711561215,7.86209295991381,0.739631594973364,-0.502463322285586,0.255205460305347,0.0579775840456069,4.36056872133285,0.0780215162761915,-0.233150314808819,-0.0197075395918143,-0.252826696984064,-0.315520497293945,0.00632545112412612
BGM-0441,0.155091446865102,-0.84815590998284,1.62324189863198,-2.42521995767723,-0.600867146228054,0.0494949038105333,-6.83038236500724,-2.43034921415086,-0.0298197685879801,-0.212475737953826,0.65174893575542,-2.72982143020024,-0.1638547107445,0.18138801164745,0.269547144066935,0.0932700974213225,-0.218168559013192,-0.0129028702038802
BGM-0442,1.51925957789112,0.366700822050542,1.80074253349672,-5.27999923172102,-0.311465737081522,0.165682943524522,1.78198496680118,-5.27670071488302,0.149666527386732,-0.143333816379586,2.61067292524324,-2.62716915721957,0.0976243121682126,-0.286970596581655,-0.25067230943904,0.563431280840358,-0.315520497293945,-0.0122425368452893
BGM-0443,-1.9167103461838,-3.9175716470296,-10.3356294224292,13.1573488567414,-0.765545878293399,-0.0320448438293846,-9.21986207921202,13.1596931644978,-0.502463322285586,-0.0584850679204412,-3.66971130038586,-1.15866985508481,-0.187118230951732,0.0153690385375184,-0.192931116977234,-0.0895751014191792,0.280965502185332,0.00632545112412612
BGM-0447,1.26504331682993,0.501255587650457,1.12234528572902,-1.88836631081373,-0.00569339784787821,-0.13959527486691,2.82119155067336,-1.86290249527481,0.199007348307006,-0.064668645331853,-1.6586654452189,1.4254007715294,0.203109330690063,0.00984879103316656,0.309035036717223,0.258519062415498,0.0201325291863457,-0.00172251768350808
BGM-0448,1.12327912745267,-0.149395352905241,-5.50546518137461,-4.52430131520115,-0.318732314786625,-0.0381716523827365,4.02805023610383,-4.52104190885839,-0.502463322285586,0.0460784414881548,-1.45470776036136,2.34490277245563,-0.131322829599055,-0.10889063813565,0.0957748453317987,0.726682876405243,-0.315520497293945,-0.0122425368452893
BGM-0449,0.244983388585899,1.26661049629611,-4.24547711797183,0.464426878582883,0.24717881705849,-0.0730944611368424,7.78379247245628,0.4674280975917,-0.339430859867506,0.0460784414881548,0.868344732835059,3.01835168599922,-0.0398741667820161,-0.10889063813565,0.499963192564443,0.0736764941457048,-0.315520497293945,0.00632545112412612
BGM-0451,3.02163479456347,5.03528128159735,1.70655975112677,-1.43524789633289,0.953747743845457,0.0821951947644296,15.4179433072215,-1.40980753154752,-0.127057576529153,-0.00429426242481572,1.74487657969679,7.06926542838561,-0.0571204212188253,0.00984879103316656,1.05913253333198,-0.0679841287142719,-0.377524803799839,0.0168454702859073
BGM-0462,-1.84922707875356,-3.82255169920615,-9.63570605320895,0.838620667740914,-0.822242378099112,-0.109855312456954,-8.84403486930429,0.841602520672234,-0.0133659350313475,-0.0584850679204411,-4.6421518789332,-4.15262128045629,-0.242857836903058,0.139628715210687,0.153516037793605,-0.416078292548949,0.0821368356922396,-0.0122425368452893
BGM-0463,-0.362973975650445,-1.07892182851947,-8.37571798980616,-0.427303768371705,-0.253792775201783,-0.0124390564586585,4.77871496438556,-0.424256398610749,-0.339430859867506,0.046078441488155,0.976393686006987,-0.472348764218926,0.0578793763878746,-0.10889063813565,-0.423895886824459,-1.55883946150314,-0.315520497293945,-0.0122425368452893
BGM-0464,-2.9229723129395,-2.47148425702969,1.2937036623518,1.95429805349496,-0.298761800533239,0.294795451565741,-15.9548319005436,1.97554993806554,0.199007348307006,-0.00429426242481572,2.37504898117407,-1.37696433859845,0.268724722680812,0.00984879103316656,-0.672565235133487,-0.884242106538694,1.2131045281449,-0.00172251768350808
BGM-0468,-2.38270086858813,-1.38169459596473,-0.263011589982347,0.427761231632888,-0.289405958427127,-0.0801652318993961,-7.20309959964395,0.453105177984301,0.525072273143165,-0.064668645331853,0.772436001149447,0.564135088874169,0.083037626979101,0.00984879103316656,-0.210635695439035,0.0952674668506128,0.815447195158714,-0.00172251768350808
BGM-0470,-1.84902442629882,-3.67727169914075,-9.63570605320895,-1.44382691097953,-0.810359928968653,-0.100052418771591,-8.09392915759065,-1.44072693193825,0.149666527386732,-0.163048577329037,-2.26507490915081,-5.27484110337255,-0.138687822577608,0.263888391883856,-0.654860656671685,-0.0895751014191792,0.678622835171516,-0.0122425368452893
BGM-0471,0.785660137846754,2.31600245499301,4.1193736369487,1.52390215574816,0.506115342672833,-0.023467311854692,4.77261348149483,1.52684854252589,-0.176398397449427,-0.0584850679204412,2.05688321772625,5.49039483084864,0.182749484615167,-0.10889063813565,-0.135189924515427,0.23692808971059,0.0821368356922396,0.00632545112412612
BGM-0474,-0.44273056199768,-2.49827673693709,-1.17157029782965,-1.0742402273295,-0.598964994326716,-0.164648432606506,-6.04997777592026,-1.08451761271632,0.622310081084338,0.109982642848516,-3.32778924635063,-1.57022078902618,-0.0142990407788342,0.113632899493103,-0.06854483334083,0.130182075076669,0.179488773972992,0.00566511776553514
BGM-0484,-0.511333075345887,-2.31231814804076,-2.66175389432864,-6.98851695405118,-0.740391579952812,0.0537837706175382,-12.1046741148502,-7.05128140929412,-0.355884693424139,-0.233417624594174,-0.718273695302791,-2.31779419002407,-0.0791741608798549,-0.0211487094591064,0.0820275081578432,-0.436106753721198,-0.218168559013192,-0.0314708581732957
BGM-0489,-1.80306049355117,-1.19159226267537,1.44697438547736,-0.754103555056894,-0.275701425342525,0.0440304399026259,-9.44690466672581,-0.728698442310661,0.851137197979324,-0.0739668839495679,-1.34785786940715,-5.10027126744286,0.0396715693465294,0.207363857982707,0.366776229179029,0.585022253545266,-0.377524803799839,-0.00172251768350808
BGM-0512,0.535484011212837,6.76211258241661,13.5400001675271,-4.61643751341067,1.02535200754781,0.211800039076773,7.53867397014786,-4.60083711692545,-0.381035969381945,0.281799891405434,2.07704999527196,8.68886046733517,0.217046555332104,-0.31516945755154,0.0344751157524909,0.596006131249198,-0.164532699312414,0.0215689531589596
BGM-0514,0.735836380979142,0.0677012683701512,-0.73483237955801,NA,NA,0.102651685628916,2.66021417034074,NA,NA,0.168891832336336,1.65200332495233,-1.32257736788141,0.410198042527232,0.176323254062899,NA,NA,NA,NA
BGM-0523,-0.798242701443899,-0.326982387159987,1.73054426450011,NA,NA,0.0407709192400619,-5.07419733653517,NA,NA,0.168891832336336,-1.04922050434583,1.83929746164907,0.236674344320405,0.0520635773897306,NA,NA,NA,NA
BGM-0527,-2.18004841384269,-1.70468655433466,-4.47284170782162,0.800935462975402,-0.382555147703191,-0.0495311891326365,-1.07516457457125,0.826260096015658,-0.616154963783391,-0.064668645331853,-0.956347249601378,-2.39763589319158,-0.263451815421027,0.00984879103316656,-0.441600465286261,0.421770657980382,-0.377524803799839,-0.00172251768350808
BGM-0536,1.66884828262719,0.761669310457982,-1.03638952273241,NA,NA,0.133285728395676,8.0984314914237,NA,NA,-0.040235186480856,3.05663971618738,-0.313866744989005,0.114482415358041,-0.196455775956607,NA,NA,NA,NA
BGM-0537,-1.40680802304448,-1.65327878462383,0.158499157394566,NA,NA,-0.0615467836009153,-13.7544804799824,NA,NA,0.273455341744932,-2.18373451265106,-4.61961005929597,-0.0361651682941886,-0.072196099283438,NA,NA,NA,NA
BGM-0549,-0.389238819173972,-0.32211478226971,0.501934092776707,3.37197029950461,-0.0314276109404826,0.146103640778216,-2.39856223343149,3.30496870439212,0.133212693830099,-0.150613828710692,4.75231970195443,4.3511080622273,-0.0163650465620031,-0.165022641051499,0.057706736054442,0.115705177495796,0.179488773972992,0.00566511776553514
BGM-0551,0.994907594654248,-1.41336791190588,-2.63535911535923,-2.15177826220885,-0.363337500866272,0.100575620424485,-2.66141987480069,-2.1263008140111,-0.453122501365312,-0.064668645331853,-1.33451858570312,-7.22177689420542,0.175044243809666,0.00984879103316656,-0.672565235133487,0.0952674668506128,0.0201325291863457,-0.00172251768350808
BGM-0555,3.89721467500813,1.66976414115394,1.4552368726466,NA,NA,0.178011430835145,7.09388816039588,NA,NA,-0.144798695889452,2.03017466105408,0.681971700581117,0.0252097731937564,0.176323254062899,NA,NA,NA,NA
BGM-0574,0.251983695557436,0.828609739233839,7.6423635178173,3.88934018756422,0.312648705073129,0.262936047088311,-2.81274973539567,3.91450498287612,1.0141696603974,0.353585392302531,2.6092682050722,1.12056420857874,0.134759964033033,-0.114410885640002,0.0203290744081904,0.258519062415498,0.218961195679438,-0.00172251768350808
BGM-0576,-0.486765878500146,-0.652060611849394,-0.676872928641482,NA,NA,0.095912196220229,-3.62238421391043,NA,NA,-0.144798695889452,0.895660652748848,0.844044115048157,0.00289161265268577,-0.072196099283438,NA,NA,NA,NA
BGM-0587,-3.19310803511518,-3.02093094135012,-2.61729928645045,-0.71048049987326,-0.238888976045231,-0.0133830186678603,-17.2801048037407,-0.692313839696763,-0.127057576529153,-0.064668645331853,-2.59090979701138,-6.71639285005227,0.0929134130185246,-0.114410885640002,-0.268376887900842,-0.0679841287142719,0.616618528665622,-0.00172251768350808
BGM-0592,0.17476486405186,1.85529748080342,0.0119784897266994,1.49358097271989,0.513670041123348,0.0280133360195601,7.78171272873666,1.43026168009043,-0.19285223100606,0.389289017951888,-0.492614699913448,2.69777388857791,-0.0925258057898593,-0.116913007766436,0.234923143616704,-0.182096447721527,-0.218168559013192,-0.0129028702038802
