H2,NR.P,PTR,PPA,MS,PROD.AMD,AP,HI,AMD,Porte,RF,CR,DR,DCaule,Ácaro,Nº Hastes,Stand_Final,Branching_Level,Staygreen
H2,0.504808026589585,0.418490045782888,0.53750963324632,0.525211131250103,0.344632878834427,0.354899400357894,0.483503451855485,0.523555529941281,0.316673122316449,0.131773315296805,0.295778580155673,0.326243253042252,0.313187725546068,0.190395931268439,0.354431605329555,0.3178358637961,0.481580505651781,0.0187954576144089
