Clone,Ano,Bloco,row,col,fitted,residuals,trait
BGM-0876,2020,4,53,9,5.93281911608421,-3.53281911608421,FRY
BGM-0879,2020,1,46,2,4.07739076119984,-0.110390761199839,FRY
BGM-0879,2020,2,13,4,2.98908819846384,-0.389088198463841,FRY
BGM-0879,2020,3,52,7,2.99822220614464,-0.16522220614464,FRY
BGM-0879,2020,4,1,8,3.94139731943616,-1.54139731943616,FRY
BGM-0889,2020,1,48,1,4.20474691751189,0.195253082488108,FRY
BGM-0889,2020,2,55,3,2.13019188147386,-0.730191881473857,FRY
BGM-0889,2020,3,52,8,2.70106692191955,-1.23406692191955,FRY
BGM-0889,2020,4,47,10,3.52058720325645,-0.353587203256454,FRY
BGM-0900,2020,1,20,1,3.35842109630892,-1.15842109630892,FRY
BGM-0900,2020,2,57,3,1.53566239611819,-0.135662396118187,FRY
BGM-0900,2020,3,51,5,1.82916653962863,-1.32916653962863,FRY
BGM-0906,2020,1,7,1,4.11959670423221,1.01340329576779,FRY
BGM-0906,2020,2,47,3,2.29721197527903,-0.530211975279034,FRY
BGM-0906,2020,3,13,6,4.11854326397687,-2.51854326397687,FRY
BGM-0906,2020,4,3,9,3.38931751385414,-0.322317513854139,FRY
BGM-0914,2020,1,16,2,9.82118852222289,2.24581147777711,FRY
BGM-0914,2020,2,8,5,7.51461223834689,0.652387761653113,FRY
BGM-0914,2020,3,21,6,9.08167853006769,-1.31467853006769,FRY
BGM-0914,2020,4,21,8,9.30916721672485,1.12383278327515,FRY
BGM-0919,2020,1,38,2,3.43839914327965,-2.33839914327965,FRY
BGM-0919,2020,2,29,4,1.72353401817263,-0.75653401817263,FRY
BGM-0919,2020,3,4,7,2.66516686953369,0.80183313046631,FRY
BGM-0919,2020,4,35,8,3.14026860345919,-0.307268603459189,FRY
BGM-0943,2020,1,9,2,2.76874183476781,-1.63574183476781,FRY
BGM-0943,2020,3,41,7,1.98501345500688,-0.652013455006878,FRY
BGM-0943,2020,4,29,10,1.82466276320856,-1.22466276320855,FRY
BGM-0946,2020,1,15,2,3.92069628963206,0.0123037103679406,FRY
BGM-0946,2020,2,23,5,1.0072994824162,0.892700517583797,FRY
BGM-0946,2020,3,51,7,1.80023171011952,-0.600231710119522,FRY
BGM-0946,2020,4,15,8,3.93595559826305,-3.13595559826305,FRY
BGM-0947,2020,1,9,1,7.34872931955021,1.78427068044979,FRY
BGM-0947,2020,2,17,5,4.37312949010311,0.626870509896888,FRY
BGM-0947,2020,3,19,7,5.62062923012201,-1.12062923012201,FRY
BGM-0947,2020,4,50,10,5.72646591025266,-1.52646591025266,FRY
BGM-0948,2020,1,15,1,4.1668679707103,-0.433867970710298,FRY
BGM-0948,2020,2,25,4,1.50387303765183,0.829126962348175,FRY
BGM-0948,2020,3,35,6,2.37039043688727,-1.83739043688727,FRY
BGM-0948,2020,4,3,8,2.66093821365769,-1.59393821365769,FRY
BGM-0949,2020,1,47,2,2.58690319344844,-1.38690319344844,FRY
BGM-0949,2020,2,51,3,0.958235463788967,-0.425235463788966,FRY
BGM-0949,2020,3,9,7,2.54329458525659,-0.943294585256594,FRY
BGM-0949,2020,4,29,9,2.5202462100598,-0.353246210059803,FRY
BGM-0953,2020,1,49,2,8.64490226205932,-4.57790226205932,FRY
BGM-0953,2020,2,19,5,7.18812525451135,-3.62112525451135,FRY
BGM-0953,2020,3,41,6,9.49418307115681,3.63881692884319,FRY
BGM-0953,2020,4,28,10,9.40145417579859,6.66554582420141,FRY
BGM-0961,2020,1,34,1,2.65955472690424,-2.10955472690424,FRY
BGM-0961,2020,3,27,6,2.19167972419773,-1.55867972419773,FRY
BGM-0980,2020,1,5,1,2.79197603674224,-1.14197603674224,FRY
BGM-0980,2020,2,35,4,1.10094226909907,-0.53394226909907,FRY
BGM-0980,2020,4,51,9,2.22103672523258,-1.32103672523258,FRY
BGM-0981,2020,1,1,3,3.3234487018426,-1.3234487018426,FRY
BGM-0981,2020,2,26,4,1.68877888946996,0.178221110530039,FRY
BGM-0981,2020,3,49,6,2.39663483965449,-0.196634839654492,FRY
BGM-0981,2020,4,22,8,3.53454674411964,-1.40154674411964,FRY
BGM-0982,2020,1,57,2,3.25875571400466,-2.29175571400466,FRY
BGM-0982,2020,2,29,5,1.64877135925173,1.65122864074827,FRY
BGM-0982,2020,3,40,7,3.565814745972,-0.632814745972002,FRY
BGM-0982,2020,4,39,8,4.47985825585065,-1.01285825585065,FRY
BGM-0985,2020,1,16,1,12.6293170585754,3.30368294142464,FRY
BGM-0985,2020,2,11,4,10.8405133456979,0.726486654302098,FRY
BGM-0985,2020,3,40,6,12.1246371675384,1.50836283246158,FRY
BGM-0985,2020,4,33,9,11.8004031967842,-1.30040319678415,FRY
BGM-1015,2020,1,25,2,11.5844436678249,-2.98444366782491,FRY
BGM-1015,2020,2,21,4,9.56523461687627,4.00176538312373,FRY
BGM-1015,2020,3,12,7,11.0850222383769,2.81497776162309,FRY
BGM-1029,2020,1,40,2,9.45017072886223,-3.18317072886223,FRY
BGM-1029,2020,2,22,5,7.24852928211721,3.98447071788279,FRY
BGM-1029,2020,3,18,6,8.7711542986344,-0.638154298634399,FRY
BGM-1029,2020,4,6,9,8.88598389060381,2.04701610939619,FRY
BGM-1041,2020,1,54,1,4.0337011085228,-1.3337011085228,FRY
BGM-1041,2020,2,28,3,3.2057673394106,-1.9727673394106,FRY
BGM-1041,2020,3,32,6,4.22480251793917,-2.92480251793917,FRY
BGM-1041,2020,4,9,8,4.5124019099308,4.0875980900692,FRY
BGM-1042,2020,1,20,3,5.09320996593443,-3.02620996593443,FRY
BGM-1042,2020,2,7,5,3.38243913993109,0.150560860068914,FRY
BGM-1042,2020,3,7,7,4.72953489499769,1.10346510500231,FRY
BGM-1042,2020,4,5,8,4.9410463288548,0.891953671145195,FRY
BGM-1043,2020,1,26,1,3.10509518367667,-1.50509518367667,FRY
BGM-1043,2020,2,2,4,1.0225639592258,0.0444360407742017,FRY
BGM-1043,2020,3,30,6,2.92487895360668,-1.32487895360668,FRY
BGM-1043,2020,4,26,8,2.61912643425968,-0.452126434259683,FRY
BGM-1078,2020,1,18,2,5.41256408913467,-1.84556408913467,FRY
BGM-1078,2020,2,12,4,4.33038834357223,-0.530388343572234,FRY
BGM-1078,2020,3,49,7,4.11438223184993,1.65261776815007,FRY
BGM-1078,2020,4,26,10,5.15885293315967,-0.225852933159674,FRY
BGM-1079,2020,1,52,1,4.60432868016002,0.762671319839975,FRY
BGM-1079,2020,2,42,4,2.45470283044372,1.01229716955628,FRY
BGM-1079,2020,3,13,7,4.16824106250191,-2.33524106250191,FRY
BGM-1079,2020,4,4,8,4.27611817767838,-1.34311817767838,FRY
BGM-1082,2020,1,11,3,11.90698447422,-0.673984474220035,FRY
BGM-1082,2020,2,4,5,9.30099648137244,0.899003518627556,FRY
BGM-1082,2020,3,17,7,10.7597706818394,0.00722931816057226,FRY
BGM-1082,2020,4,17,9,11.3869395956945,3.58006040430553,FRY
BGM-1110,2020,1,51,1,10.4707279734757,-2.77072797347569,FRY
BGM-1110,2020,2,32,5,8.92275439725722,5.91024560274278,FRY
BGM-1110,2020,3,53,7,9.16688975172049,-2.09988975172049,FRY
BGM-1110,2020,4,27,10,10.593284698466,2.106715301534,FRY
BGM-1116,2020,1,54,2,4.3887039379457,0.0782960620542985,FRY
BGM-1116,2020,2,9,5,3.27822994571837,-0.21122994571837,FRY
BGM-1116,2020,3,26,6,4.63423802767712,0.232761972322884,FRY
BGM-1116,2020,4,24,9,4.80301365335274,-1.53601365335274,FRY
BGM-1119,2020,1,3,3,10.2103958404054,5.55660415959464,FRY
BGM-1119,2020,2,31,5,8.48559492456504,-0.152594924565038,FRY
BGM-1119,2020,3,30,7,10.1585455124107,-0.291545512410664,FRY
BGM-1119,2020,4,46,8,10.5579733324776,-2.12497333247762,FRY
BGM-1120,2020,1,12,3,8.13526752282592,2.46473247717408,FRY
BGM-1120,2020,2,33,5,5.57694166957502,-0.443941669575019,FRY
BGM-1120,2020,3,8,6,7.43523002339005,-2.00223002339005,FRY
BGM-1120,2020,4,40,10,7.79380790476967,0.806192095230326,FRY
BGM-1123,2020,1,17,1,13.1557663560363,4.91123364396373,FRY
BGM-1123,2020,2,15,4,11.8273045636034,-1.59430456360344,FRY
BGM-1123,2020,3,10,7,12.0931903003362,0.873809699663838,FRY
BGM-1123,2020,4,58,9,11.6412049318852,0.55879506811476,FRY
BGM-1126,2020,1,19,3,2.92930131076094,-2.02930131076094,FRY
BGM-1126,2020,2,35,3,1.35822472920919,-0.658224729209185,FRY
BGM-1126,2020,4,42,10,2.28138047406848,-0.348380474068482,FRY
BGM-1133,2020,1,10,3,2.45420381406113,-1.82120381406113,FRY
BGM-1133,2020,2,44,3,1.18191453363562,-0.18191453363562,FRY
BGM-1133,2020,3,5,7,0.772817503932445,-0.039817503932445,FRY
BGM-1133,2020,4,40,8,2.55553129403631,-1.58853129403631,FRY
BGM-1134,2020,1,3,1,4.28020016099973,-0.0132001609997277,FRY
BGM-1134,2020,2,44,5,2.20585257629371,-0.572852576293713,FRY
BGM-1134,2020,3,32,7,3.70686655595667,-1.47386655595667,FRY
BGM-1134,2020,4,48,9,3.59877686905236,-0.0657768690523555,FRY
BGM-1142,2020,1,33,2,2.6236772579015,-1.7906772579015,FRY
BGM-1142,2020,2,58,3,0.60325049039322,0.16374950960678,FRY
BGM-1142,2020,3,2,6,2.36946278649505,-1.66946278649505,FRY
BGM-1142,2020,4,8,9,2.51817257255968,0.0818274274403188,FRY
BGM-1143,2020,1,8,1,2.90037984314778,0.499620156852223,FRY
BGM-1143,2020,2,12,5,0.745625754186356,0.0873742458136444,FRY
BGM-1143,2020,3,17,6,2.30817412198589,-1.57517412198589,FRY
BGM-1143,2020,4,12,8,2.83602860586968,-2.40302860586968,FRY
BGM-1147,2020,1,35,1,3.80616074562051,-0.17316074562051,FRY
BGM-1147,2020,2,3,5,1.29284823463346,-0.225848234633465,FRY
BGM-1147,2020,4,13,8,4.22382734033499,-2.05682734033499,FRY
BGM-1159,2020,1,27,1,3.22741028688964,-2.09441028688964,FRY
BGM-1159,2020,2,43,3,0.486658866225055,0.546341133774945,FRY
BGM-1159,2020,3,57,6,1.56943853813487,0.030561461865132,FRY
BGM-1159,2020,4,37,10,2.32024191679889,-1.68724191679889,FRY
BGM-1163,2020,1,58,2,7.97958164311242,-4.07958164311242,FRY
BGM-1163,2020,2,37,3,7.78372548998857,1.38327451001143,FRY
BGM-1163,2020,3,54,5,7.36863302974507,1.16436697025493,FRY
BGM-1163,2020,4,34,9,8.77394089126265,3.25905910873735,FRY
BGM-1168,2020,1,5,2,5.38050924143748,1.25249075856252,FRY
BGM-1168,2020,2,30,3,5.30192253602249,-1.13492253602249,FRY
BGM-1168,2020,3,8,7,5.25165786107802,-1.08465786107802,FRY
BGM-1168,2020,4,20,9,5.38086270374659,0.452137296253407,FRY
BGM-1177,2020,1,21,2,2.30924841683892,-0.876248416838916,FRY
BGM-1177,2020,2,20,4,0.576762194915683,0.256237805084317,FRY
BGM-1177,2020,3,28,7,2.33075136276542,-1.33075136276542,FRY
BGM-1177,2020,4,19,8,2.64201129863982,-1.27501129863982,FRY
BGM-1185,2020,1,50,1,5.33433065175945,0.365669348240553,FRY
BGM-1185,2020,2,25,5,3.25764382974341,2.40935617025659,FRY
BGM-1185,2020,3,54,6,4.48337723360246,-1.91637723360246,FRY
BGM-1185,2020,4,55,9,4.41529918347609,-2.04829918347609,FRY
BGM-1190,2020,1,48,2,9.12345619846039,-2.45645619846039,FRY
BGM-1190,2020,2,26,3,8.18732124224977,0.512678757750232,FRY
BGM-1190,2020,3,22,7,8.98401015547764,2.54898984452235,FRY
BGM-1190,2020,4,32,8,9.87397410785075,1.62602589214925,FRY
BGM-1191,2020,1,26,2,7.47608875160174,-0.576088751601741,FRY
BGM-1191,2020,2,33,3,6.24254252338422,1.39045747661578,FRY
BGM-1191,2020,3,37,7,6.97200635247747,1.06099364752253,FRY
BGM-1191,2020,4,37,9,7.59917526633252,-1.19917526633252,FRY
BGM-1243,2020,1,2,2,7.66591014302165,-0.932910143021655,FRY
BGM-1243,2020,2,27,4,6.52251717973712,-0.422517179737121,FRY
BGM-1243,2020,3,33,7,6.97984744841621,0.187152551583788,FRY
BGM-1243,2020,4,47,9,7.43843131452529,0.394568685474712,FRY
BGM-1245,2020,1,56,1,9.46913734269725,-1.96913734269725,FRY
BGM-1245,2020,2,19,4,7.52390674026431,-1.62390674026431,FRY
BGM-1245,2020,3,39,6,9.43133838553852,3.43566161446148,FRY
BGM-1245,2020,4,18,9,8.9051654239704,2.0948345760296,FRY
BGM-1267,2020,1,45,2,9.10460055592313,2.12839944407687,FRY
BGM-1267,2020,2,38,3,7.44231024746495,-3.57531024746495,FRY
BGM-1267,2020,3,34,6,8.50395663862452,2.66304336137548,FRY
BGM-1267,2020,4,57,10,7.72339235483028,-2.02339235483028,FRY
BGM-1282,2020,1,35,2,7.1465484367672,1.1864515632328,FRY
BGM-1282,2020,2,47,4,5.7108512693696,-0.2778512693696,FRY
BGM-1282,2020,3,57,8,5.68112767289869,-0.181127672898686,FRY
BGM-1282,2020,4,6,8,7.39734216031068,-0.0973421603106841,FRY
BGM-1309,2020,1,24,2,4.33101920489756,0.0689807951024424,FRY
BGM-1309,2020,2,14,4,3.78828745028223,-2.38828745028223,FRY
BGM-1309,2020,3,50,5,2.99536481458118,-0.728364814581175,FRY
BGM-1309,2020,4,18,8,4.24870276521599,1.15129723478401,FRY
BGM-1323,2020,1,14,2,4.12293690592122,-0.422936905921223,FRY
BGM-1323,2020,2,36,5,0.938578024328594,0.094421975671406,FRY
BGM-1323,2020,3,23,7,2.32238660694295,-0.655386606942945,FRY
BGM-1323,2020,4,4,9,2.97299404990386,-1.87299404990386,FRY
BGM-1327,2020,1,46,1,6.83973547935244,2.29326452064756,FRY
BGM-1327,2020,2,54,3,4.46678384485546,-3.09978384485546,FRY
BGM-1327,2020,3,3,6,5.72776925056621,0.172230749433791,FRY
BGM-1327,2020,4,33,8,6.15545675150058,0.244543248499419,FRY
BGM-1328,2020,1,43,1,3.20016103283809,-2.53316103283809,FRY
BGM-1328,2020,2,43,5,0.623789431737779,0.376210568262221,FRY
BGM-1328,2020,3,54,7,2.19200298402955,-0.459002984029554,FRY
BGM-1338,2020,1,30,2,9.44920443033534,0.717795569664657,FRY
BGM-1338,2020,2,6,4,7.34892166183059,0.384078338169413,FRY
BGM-1338,2020,3,3,7,7.97876857308776,-1.34576857308776,FRY
BGM-1338,2020,4,38,9,8.856268245281,2.076731754719,FRY
BGM-1683,2020,1,12,2,10.8964135346773,3.37058646532269,FRY
BGM-1683,2020,2,37,4,9.18196524754939,0.251034752450614,FRY
BGM-1683,2020,3,15,6,11.0869546490818,-0.919954649081802,FRY
BGM-1683,2020,4,41,9,10.8387164998916,0.394283500108415,FRY
BGM-1726,2020,1,28,2,11.2186073347304,-2.65160733473043,FRY
BGM-1726,2020,2,5,5,8.09056452344496,1.07643547655504,FRY
BGM-1726,2020,3,12,6,10.9742926082363,-0.841292608236287,FRY
BGM-1726,2020,4,22,9,10.9777379821611,4.58926201783894,FRY
BGM-2100,2020,1,39,1,14.7810620575728,-0.981062057572824,FRY
BGM-2100,2020,2,48,3,12.1693997583302,-1.2363997583302,FRY
BGM-2100,2020,3,34,7,13.0448748576371,2.72212514236289,FRY
BGM-2100,2020,4,38,10,13.4297832731667,3.60321672683327,FRY
BGM-2124,2020,1,22,1,10.801980960058,4.23101903994204,FRY
BGM-2124,2020,2,27,3,9.11206011919318,-2.81206011919318,FRY
BGM-2124,2020,3,58,6,8.98360836475552,-1.35060836475552,FRY
BGM-2124,2020,4,34,10,9.79721408255518,2.63578591744482,FRY
BR-11-24-156,2020,1,12,1,11.1863428840486,3.18065711595143,FRY
BR-11-24-156,2020,2,48,4,8.45823792698479,1.60876207301521,FRY
BR-11-24-156,2020,3,36,7,9.48487143873423,-0.817871438734235,FRY
BR-11-24-156,2020,4,2,9,10.1252591575619,-3.05825915756187,FRY
BR-11-34-41,2020,1,37,1,14.265634806794,3.80136519320599,FRY
BR-11-34-41,2020,2,56,4,11.9317856958582,-0.264785695858224,FRY
BR-11-34-41,2020,3,28,6,13.7683409822737,3.33165901772634,FRY
BR-11-34-41,2020,4,50,9,13.1192950000792,-2.68629500007916,FRY
BRS Caipira,2020,1,7,2,11.3573630179497,2.87563698205035,FRY
BRS Caipira,2020,2,36,4,9.84381565163246,-2.17681565163246,FRY
BRS Caipira,2020,3,35,7,10.4380838816512,-1.23808388165125,FRY
BRS Caipira,2020,4,48,10,10.8560126174741,4.31098738252588,FRY
BRS Dourada,2020,1,19,2,8.74674095878609,2.62025904121391,FRY
BRS Dourada,2020,2,50,3,7.19379345420139,-1.82679345420139,FRY
BRS Dourada,2020,3,48,8,7.32103957313107,2.14596042686893,FRY
BRS Dourada,2020,4,52,10,8.28303849899065,-1.91603849899065,FRY
BRS Formosa,2020,1,50,2,12.6700830193793,-0.870083019379331,FRY
BRS Formosa,2020,2,41,5,11.366432453294,-0.833432453293957,FRY
BRS Formosa,2020,3,42,7,11.982516111827,4.68448388817296,FRY
BRS Formosa,2020,4,45,9,13.368347655225,0.364652344774994,FRY
BRS Gema de Ovo,2020,1,58,1,6.82123602779398,-2.32123602779398,FRY
BRS Gema de Ovo,2020,2,31,4,5.80180095618073,-0.934800956180732,FRY
BRS Gema de Ovo,2020,3,38,7,6.43792071409249,2.96207928590751,FRY
BRS Gema de Ovo,2020,4,14,8,8.18510730683566,1.48189269316434,FRY
BRS Jari,2020,1,32,2,9.80152590253349,2.09847409746651,FRY
BRS Jari,2020,2,58,4,7.01958386350669,-0.552583863506693,FRY
BRS Jari,2020,3,6,6,9.1058296083159,-1.7728296083159,FRY
BRS Jari,2020,4,47,8,9.19245673670508,3.44054326329492,FRY
BRS Kiriris,2020,1,2,1,12.9569398615905,2.01006013840951,FRY
BRS Kiriris,2020,2,30,4,11.5095161278653,-0.242516127865311,FRY
BRS Kiriris,2020,3,37,6,12.5183809567386,4.78161904326142,FRY
BRS Kiriris,2020,4,35,10,11.9405772100249,-0.307577210024895,FRY
BRS Mulatinha,2020,1,8,3,7.73653106352011,-0.169531063520111,FRY
BRS Mulatinha,2020,2,10,5,5.88314841644283,-0.916148416442828,FRY
BRS Mulatinha,2020,3,10,6,7.74606258146899,-2.14606258146899,FRY
BRS Mulatinha,2020,4,20,8,7.18763569169381,3.31236430830619,FRY
BRS Poti Branca,2020,1,52,2,4.22352328760448,-0.85652328760448,FRY
BRS Poti Branca,2020,2,30,5,2.8433797881714,0.156620211828603,FRY
BRS Poti Branca,2020,3,31,6,4.38043912041854,-1.51343912041854,FRY
BRS Poti Branca,2020,4,40,9,4.71103967675814,-0.611039676758145,FRY
BRS Tapioqueira,2020,1,6,1,14.8875791793559,2.47942082064408,FRY
BRS Tapioqueira,2020,2,10,4,13.1670302807785,3.39996971922145,FRY
BRS Tapioqueira,2020,3,50,8,12.973598851136,0.89340114886398,FRY
BRS Tapioqueira,2020,4,57,9,13.7136733913519,-1.24667339135193,FRY
BRS Verdinha,2020,1,56,2,13.8579059995716,-0.224905999571618,FRY
BRS Verdinha,2020,2,20,5,11.3495101651254,1.48348983487458,FRY
BRS Verdinha,2020,3,44,7,13.5010210047067,-1.23402100470671,FRY
BRS Verdinha,2020,4,45,10,14.1212058813501,6.44579411864994,FRY
Capixaba,2020,1,40,1,13.8060627731445,2.96093722685552,FRY
Capixaba,2020,2,1,5,10.8411639254346,0.125836074565386,FRY
Capixaba,2020,3,18,7,12.1099998749091,-1.1099998749091,FRY
Capixaba,2020,4,36,9,12.7131674679632,1.41983253203681,FRY
Correntão,2020,1,45,1,11.547363222562,0.0856367774380118,FRY
Correntão,2020,2,24,4,9.0943142379504,2.9726857620496,FRY
Correntão,2020,3,52,6,10.1932709245711,1.30672907542887,FRY
Correntão,2020,4,43,9,9.78749900109895,-2.55449900109895,FRY
IAC-14,2020,1,11,1,15.6538085120842,3.01319148791581,FRY
IAC-14,2020,2,36,3,13.4031770776211,1.32982292237889,FRY
IAC-14,2020,3,47,6,14.3021647294389,-1.5691647294389,FRY
IAC-14,2020,4,21,9,14.2816265965638,2.28537340343615,FRY
IAC-576,2020,1,20,2,11.7614241842257,0.905575815774275,FRY
IAC-576,2020,2,33,4,10.7336440425812,0.766355957418787,FRY
IAC-576,2020,3,11,7,12.0055675774628,-1.37256757746279,FRY
IAC-576,2020,4,13,9,12.8035126322336,5.02948736776636,FRY
IAC-90,2020,1,55,2,6.48909255956286,-2.48909255956286,FRY
IAC-90,2020,2,17,4,5.70359241202081,1.36340758797919,FRY
IAC-90,2020,3,55,7,5.76104477157714,0.571955228422863,FRY
IAC-90,2020,4,51,10,6.25082015168598,-0.617820151685985,FRY
TME-14,2020,1,7,3,10.0959943842698,0.771005615730234,FRY
TME-14,2020,2,18,5,7.9954842104725,3.4045157895275,FRY
TME-14,2020,3,56,8,8.90333641711734,2.26366358288266,FRY
TME-14,2020,4,58,10,9.0121399602981,-3.6121399602981,FRY
Alagoana,2017,1,15,1,10.2348122723523,-0.66481227235229,ShY
Alagoana,2017,2,11,5,9.10954354220706,1.24045645779294,ShY
Alagoana,2017,3,8,21,8.50414811076613,-0.564148110766133,ShY
Alagoana,2017,4,3,44,7.03393510097942,0.0960648990205843,ShY
BGM-0032,2017,1,15,4,10.2423415868961,-2.18634158689614,ShY
BGM-0032,2017,2,9,45,9.70324295241454,0.365757047585456,ShY
BGM-0032,2017,3,6,38,8.75310805333504,2.35789194666497,ShY
BGM-0036,2017,1,15,5,15.8528580363676,2.80714196363238,ShY
BGM-0036,2017,2,11,20,15.7565002882129,0.910499711787127,ShY
BGM-0036,2017,3,7,6,16.1240048795327,1.79599512046725,ShY
BGM-0046,2017,1,15,6,14.6682737127938,-0.372273712793804,ShY
BGM-0046,2017,2,10,46,14.162976613854,-0.402976613853966,ShY
BGM-0046,2017,3,7,16,13.4901802188847,1.0698197811153,ShY
BGM-0056,2017,1,15,8,8.84267315113378,0.301326848866216,ShY
BGM-0056,2017,2,12,15,9.33302336502425,-0.0740233650242494,ShY
BGM-0056,2017,3,7,2,8.38721709652446,1.56678290347554,ShY
BGM-0056,2017,4,4,14,6.88287135796248,0.061128642037521,ShY
BGM-0065,2017,1,15,9,12.2254323418609,0.824567658139092,ShY
BGM-0065,2017,2,11,13,12.4773598486098,0.485640151390164,ShY
BGM-0065,2017,3,6,29,11.4302894300477,-0.290289430047654,ShY
BGM-0065,2017,4,1,16,10.9883976353798,1.28060236462019,ShY
BGM-0080,2017,1,15,10,6.48937441658363,2.08062558341637,ShY
BGM-0080,2017,2,12,8,6.9108140829904,-1.2508140829904,ShY
BGM-0080,2017,3,5,34,7.002951012949,-0.868951012948996,ShY
BGM-0080,2017,4,3,37,5.33945952545284,-0.941459525452844,ShY
BGM-0091,2017,1,15,11,6.38818453091856,-2.25818453091856,ShY
BGM-0091,2017,2,10,14,6.78465237471659,-1.22865237471659,ShY
BGM-0091,2017,3,7,38,6.38499181074106,-1.75499181074106,ShY
BGM-0091,2017,4,4,15,4.14852525326613,3.60147474673387,ShY
BGM-0096,2017,1,15,12,9.49267121369583,1.03932878630417,ShY
BGM-0096,2017,2,9,53,9.00072286206421,-0.000722862064206353,ShY
BGM-0096,2017,3,6,53,7.83526875607135,-0.585268756071348,ShY
BGM-0096,2017,4,3,1,7.64735953496434,-0.367359534964339,ShY
BGM-0115,2017,1,15,13,10.0915777255799,-1.48057772557995,ShY
BGM-0115,2017,2,11,6,10.8135794921216,0.376420507878377,ShY
BGM-0115,2017,3,5,25,9.07209715953332,0.107902840466679,ShY
BGM-0115,2017,4,1,5,8.46802295789056,1.71697704210944,ShY
BGM-0134,2017,1,15,14,10.2127713766615,-1.64777137666152,ShY
BGM-0134,2017,2,10,35,10.3782479025043,-1.11924790250431,ShY
BGM-0134,2017,3,5,38,9.25203048764765,0.187969512352346,ShY
BGM-0134,2017,4,4,5,7.31270875690629,1.02029124309371,ShY
BGM-0164,2017,1,15,15,16.8968274158967,-2.44682741589671,ShY
BGM-0164,2017,2,9,15,16.5120859829063,-2.85508598290626,ShY
BGM-0164,2017,3,6,12,15.3258188470957,4.23418115290427,ShY
BGM-0164,2017,4,4,40,14.5134206763688,-3.70342067636877,ShY
BGM-0167,2017,1,15,16,7.65204723661663,-1.32204723661663,ShY
BGM-0167,2017,2,9,52,7.53424961277677,0.104750387223226,ShY
BGM-0167,2017,3,8,10,5.7498864796222,-1.5828864796222,ShY
BGM-0167,2017,4,2,19,7.28684492563746,-0.316844925637457,ShY
BGM-0170,2017,1,15,18,8.80673651527105,2.07326348472895,ShY
BGM-0170,2017,2,11,15,9.2760530841057,-2.0540530841057,ShY
BGM-0170,2017,3,7,39,8.78982286689496,-0.34082286689496,ShY
BGM-0170,2017,4,3,11,6.46404779363612,0.248952206363877,ShY
BGM-0216,2017,1,15,19,11.8017380166518,1.24826198334825,ShY
BGM-0216,2017,2,10,16,11.7274715488032,1.78252845119685,ShY
BGM-0216,2017,3,6,13,10.0002769058694,-0.820276905869427,ShY
BGM-0216,2017,4,2,12,11.4701276823181,-3.44012768231813,ShY
BGM-0254,2017,1,15,20,10.7349048847795,-0.780904884779549,ShY
BGM-0254,2017,2,9,19,10.4578410725827,1.57915892741733,ShY
BGM-0254,2017,3,8,32,10.2137605575004,0.550239442499556,ShY
BGM-0254,2017,4,3,25,8.08889873673316,2.79110126326684,ShY
BGM-0284,2017,1,15,21,4.91116530866959,1.56983469133041,ShY
BGM-0284,2017,2,10,29,5.07794272380163,1.40305727619837,ShY
BGM-0284,2017,3,6,6,3.944162980608,1.379837019392,ShY
BGM-0284,2017,4,3,4,2.53739216034667,1.51360783965333,ShY
BGM-0286,2017,1,15,22,14.1235781025709,-1.36357810257087,ShY
BGM-0286,2017,2,10,18,13.3545020369301,2.23549796306992,ShY
BGM-0286,2017,3,5,6,13.2428463178235,1.80315368217649,ShY
BGM-0286,2017,4,3,10,10.0145427048133,0.170457295186672,ShY
BGM-0287,2017,1,15,23,11.3836767001978,0.885323299802184,ShY
BGM-0287,2017,3,5,7,9.51839049805032,1.76160950194968,ShY
BGM-0287,2017,4,5,54,9.84905665328476,-1.37905665328475,ShY
BGM-0290,2017,1,15,24,7.96922178560653,-0.469221785606527,ShY
BGM-0290,2017,2,10,24,8.01957093864564,-0.149570938645641,ShY
BGM-0290,2017,3,7,35,7.70754313661354,0.322456863386455,ShY
BGM-0290,2017,4,1,18,5.75506237011866,-0.515062370118663,ShY
BGM-0323,2017,1,15,25,12.7333987773816,2.34560122261842,ShY
BGM-0323,2017,2,9,44,12.7675244966564,3.53247550334362,ShY
BGM-0323,2017,3,5,24,11.9240539123777,-2.74405391237771,ShY
BGM-0323,2017,4,4,48,10.0417464058057,-0.70174640580567,ShY
BGM-0324,2017,1,15,26,9.42059132981203,0.609408670187966,ShY
BGM-0324,2017,2,12,9,8.05647841558352,-2.27647841558352,ShY
BGM-0324,2017,3,6,33,7.17369989968709,-0.692699899687091,ShY
BGM-0324,2017,4,3,19,6.33940920097561,2.16759079902439,ShY
BGM-0362,2017,1,15,28,8.32263788335024,1.20136211664976,ShY
BGM-0362,2017,2,9,20,7.79035500836137,-0.961355008361369,ShY
BGM-0362,2017,3,5,21,7.22403419231839,0.182965807681608,ShY
BGM-0362,2017,4,2,23,7.9645610589339,-1.5745610589339,ShY
BGM-0389,2017,1,15,29,14.2475982783299,3.74240172167007,ShY
BGM-0389,2017,2,11,39,14.0233825154185,-1.1763825154185,ShY
BGM-0389,2017,3,8,30,13.7313213175295,-0.768321317529521,ShY
BGM-0389,2017,4,4,52,11.6395669858451,1.30043301415494,ShY
