"NR.P" "PTR" "PPA" "MS" "PROD.AMD" "AP" "HI" "AMD" "Porte" "RF" "CR" "DR" "DCaule" "Ácaro" "Nº.Hastes" "Stand_Final" "Branching_Level" "Staygreen"
"1" 4.2885971659919 4.88881653225806 14.2276081534772 29.0582529189292 1.51522753954395 1.19188824662813 24.2826732190882 24.4195480996521 1.99629171817058 2.72403846153846 23.2147300289559 28.8785406234032 2.11318744965362 3.30279652844744 2.13190113190113 5.20775623268698 1.45398394070414 1.29143561306223
