"ID_Clone","FRY","HI","N_Roots","Plant.Height","Root.Di","Root.Le","ShY","Stem.D","DMC","Nstem.Plant","StC","StY","pesos"
"CNPMF555.250370634",113.676280534662,277.992746929613,104.981946552249,6.4429034205389,144.468999351516,121.76728382285,153.09389884274,10.5504795531419,NA,NA,NA,NA,932.97453900731
"CNPMF56.250370248",94.9113291604802,247.380853608336,81.2812551251832,6.11167072004479,147.416679465712,118.090625689758,135.886577447221,11.4735343064294,409.633711245022,10.2140793495085,225.792322420794,11.5793054766471,1499.77194401514
"CNPMF576.250370751",90.5754295693075,227.479325575287,58.3699125184936,6.19579437509113,145.148550006214,117.751782415084,135.634317374515,10.5137036594332,NA,NA,NA,NA,791.668815493425
"CNPMF587.250370774",71.4654932829508,171.442212725419,31.6055619717081,5.94222207360934,122.348014284204,107.125503778766,120.881724184497,10.7169585841928,435.619938118209,10.126812149061,244.284630840629,13.9886888218502,1345.5477608151
"CNPMF592.250370798",121.12176981909,284.377147833364,65.7781731774131,6.0227347851997,152.098126934256,114.318680286827,142.834970977929,10.3294578538925,450.032433007628,11.009770984538,253.551450186692,18.0766769092326,1629.55139275606
"CNPMF603.250370823",98.270281480551,231.810901617991,65.7548791744959,6.18827951781551,141.12935476833,118.218593982482,164.318196797962,10.6198482418823,414.233133588233,11.0627061118883,229.740039840664,14.8077098151274,1506.15392493742
"CNPMF606.250370834",88.1780466856364,214.185657626771,48.8661914985639,5.61091341903859,147.262796366706,105.196039919207,135.652793779902,10.4113754167051,NA,NA,NA,NA,755.363814712531
"CNPMF613.250370765",96.6556230493415,266.114199005135,73.2201244139341,5.31779743950099,149.598161609796,118.972691032809,125.785425834666,9.79553957924356,380.749853184969,11.5519304640554,207.365349383777,13.4147665833229,1458.54146158055
"CNPMF615.250370777",94.9261381589852,248.601715703969,52.7115893977119,4.9826628931493,147.067291296913,118.436786506485,121.219334884759,10.1729375114626,NA,NA,NA,NA,798.118456353436
"CNPMF618.250370788",83.4375258394505,221.828880376528,56.6084641477314,5.66738782488632,142.627287909586,107.124327682842,156.902120363286,10.1874256512542,451.753046735777,12.013681679846,255.137018673375,13.4697258168372,1516.7568927014
"CNPMF620.250370800",113.030278615941,264.200997380239,67.5170020579385,6.4687160145262,147.485386293335,116.104186088815,141.344019392944,11.0090881588903,442.743889359193,10.1418937541914,248.90526516025,16.2619203742371,1585.2126426505
"CNPMF624.250370813",91.4600958210313,244.207711556793,62.4632862292378,5.57128103258897,155.275414393238,118.802624836305,132.629827673021,10.9102868904,357.124349433231,10.1418937541914,192.073685353373,12.9202475229775,1393.58070449639
"CNPMF625.250370824",84.9350181839058,239.955426323182,68.7591324841347,5.6645976816818,143.238384150709,123.884474760855,115.97259733843,10.2541492370877,414.110792979231,10.3391454857514,229.928572664607,13.5524278478309,1460.59471913741
"CNPMF626.250370825",57.7708530428568,206.799882276616,42.6907806283301,5.16022018473073,129.598147243108,100.69124097218,53.9920423739746,10.1195937680633,332.029650449892,9.67394677277771,175.343279369945,11.0858386522923,1134.95547573477
"CNPMF630.250370836",86.7633117981404,215.55215844828,57.1273212780056,6.73075351032352,141.370762145388,117.580284359347,242.796403500896,11.555827407456,413.450035218068,10.1418937541914,229.383123854984,13.5916660044094,1546.04354127949
"CNPMF638.250370766",101.556518339814,233.136343776089,68.8254976652146,6.8235637560638,148.097501465664,121.676793884648,227.674891862976,10.7887113425449,518.207766831426,10.9608009716653,299.0157169421,16.8070728316873,1763.57117966989
"CNPMF642.250370790",113.841251199558,250.59812597535,65.50490913521,5.76640368696988,144.643501454144,126.756994841559,195.560665992583,10.7870866636825,427.168827738065,11.5457346984323,238.288257407767,16.0611541088208,1606.52291290214
"CNPMF645.250370802",75.671968978069,257.365100450704,57.6355662178673,5.37248868602167,137.160881834833,119.823287683092,52.4480267284779,10.6851933199246,340.119223495681,9.90792026348454,180.65066213341,12.1347637087356,1258.9750835003
"CNPMF646.250370803",80.1771035588381,187.554041214927,57.8544527087616,5.92372059318781,137.941890769063,119.212850537063,161.447164711809,11.1023499617085,412.422661282647,10.4248372577709,227.938900034648,12.5709204020397,1424.57089303246
"CNPMF648.250370814",169.999296887489,331.017385500394,88.2975042069647,6.05265916094967,174.125125640596,126.259092134262,168.463327078908,11.1507276211328,460.505260598701,9.38545147558745,260.580918877709,22.6312758394049,1828.4680250221
"CNPMF65.250370285",101.704079396852,229.616858628746,71.8042397420415,6.16951995253433,151.093448315459,119.470111603929,168.853615144877,10.5477415297466,NA,NA,NA,NA,859.259614314185
"CNPMF657.250370757",84.7709266119206,229.604056501871,45.931185904543,6.42769457130664,137.895202502449,110.312182841729,138.517815312565,10.435281446039,491.761336744091,9.07393144088028,281.425556858434,14.4198601223706,1560.5750308582
"CNPMF658.250370768",90.1003851253127,197.245071724246,48.7439667391502,6.87962911209959,133.354349217981,124.393560722006,174.721713596893,11.4372056440068,440.898634682653,10.4487460201492,247.698712157157,14.5907051940076,1500.51267993566
"CNPMF659.250370769",100.6098465789,248.672165645057,88.6749966019659,6.24196315272988,140.094314478994,115.39529314344,157.610709940056,10.2493345339479,421.826529796219,11.530653093302,234.993293805078,14.935991123933,1550.83509189362
"CNPMF66.250370296",77.6955917875864,195.268946335037,57.5821541397109,6.3027888073982,134.066708608502,107.324878849151,133.786489826011,10.2908335835905,398.260875867622,10.206331540992,219.428109827527,12.3086175324779,1362.52232670561
"CNPMF665.250370804",107.960825310447,246.618058474161,62.5795009553551,6.32698953652155,152.353406057818,118.176991151698,155.299805471749,10.2407222353422,461.127358676624,11.3117612077255,260.766217288139,16.2471808983498,1609.00881726393
"CNPMF670.250370829",79.3758201862792,253.199778626336,58.1948594825324,5.54349641013344,152.064261701079,120.86751632189,71.1928954345873,10.5513566391591,469.832777664333,10.0485094488893,266.832139618074,13.5607397280998,1511.26415126139
"CNPMF677.250370770",92.2646947181935,231.777077998089,62.6847103509537,5.73826423974035,137.556076738688,115.466835955707,183.666851418929,10.6439193514148,396.464001438262,11.1947744623721,218.223765639753,13.9057995781739,1479.58677189028
"CNPMF679.250370782",75.3011087885488,188.887836800599,33.6380966183141,5.49384509912496,128.03816423728,105.930386157131,114.910752025917,10.3808519658706,471.935412284317,8.72297120482004,268.391623751995,13.1182740235035,1424.74932295742
"CNPMF682.250370794",151.864109547192,295.587513774183,84.2078287714661,5.73231519312087,156.104416834758,123.026145757386,167.023509898523,10.3532846810456,520.655249549971,11.6627214437857,300.536617498208,23.1801289148239,1849.93384186446
"CNPMF694.250370807",85.9377663841869,208.698203492237,59.1274200941974,6.13034284439037,129.918135769027,121.548617532251,147.677042766421,10.8783566712535,516.177845792999,10.4248372577709,297.510784873082,14.1431443751315,1608.17249785295
"CNPMF697.250370819",105.499797691243,267.26488546847,65.2211851259631,5.67514858596557,152.393164021005,120.689977798668,127.561656783795,10.2878388110805,465.49467694978,10.3758672448982,263.852856648235,15.9636349724978,1610.2806901016
"CNPMF700.250370830",94.5899926028181,248.852271487149,62.7095387129237,5.49888663539955,140.903519836249,125.150435337088,146.787749799298,11.1915971898216,468.285736682434,10.5418240031243,265.396933084405,14.9410091234745,1594.84949449419
"CNPMF702.250370831",98.1398077872116,259.743185949786,63.1730439542129,6.62177846691654,141.866602235294,115.131901244744,133.410750248524,10.6044921879894,469.71538837275,10.3078505124175,266.377258893548,15.3961823580559,1590.48824221145
"CNPMF706.250370843",71.553254534238,218.871978569858,44.0786140807611,5.66071151150442,136.83970400454,110.065456462863,100.519142633927,10.3765936330083,514.071951125551,9.67394677277771,296.196985606625,14.02278390903,1531.93112284468
"CNPMF711.250370772",82.4929426829472,213.528195469802,68.3569974475242,6.3423991903086,136.508908808532,121.118738719854,213.681933193902,11.2561541665634,463.106656474027,10.609840735605,262.438125922995,13.8722367767505,1603.31312958881
"CNPMF714.250370784",142.454259978907,322.36739224644,77.1155539410648,6.52742224692736,166.740288895337,112.796614950665,154.183823356191,10.2594153889744,415.495795182571,13.4426937257217,242.431613584893,19.5069665400977,1683.32184003779
"CNPMF717.250370796",118.127841487995,255.359504497484,81.7195318151622,6.27268168032531,150.701934591525,125.362888012808,180.563174101123,10.9782339890518,435.564996886568,11.2966796025951,244.273668798122,15.8873742507827,1636.10850971354
"CNPMF718.250370797",102.510737548725,236.738962242796,68.1129957832242,6.44267922108607,142.309036189208,114.60188253225,170.46351049268,11.1350499592058,437.818857995593,10.4777723851212,245.578433099428,15.1909948745821,1561.3809123239
"CNPMF733.250370821",73.450899140633,238.899609331916,47.6908155960028,5.84544924623963,140.603812668046,105.760245301629,73.179225176685,10.1628891086483,435.213715286969,10.4928539902516,243.708437664654,12.5668497579801,1397.57480226965
"CNPMF74.250370321",100.785652529242,238.444426934427,49.4733379214879,5.70460415382843,140.579991993428,108.29741097098,149.662133139178,10.829062440064,448.39496423256,10.5947591304747,252.604111358684,15.2780583117733,1530.64851311613
"CNPMF776.250370890",63.3788335387184,210.094050135585,55.9137123190492,5.95623656414729,137.407075861789,107.690995308649,91.3230752288208,9.79597092579832,420.807316439067,11.7797081891392,234.462951699598,11.6599508016978,1360.26987701206
"CNPMF780.250370913",106.529225922109,294.602031445692,63.0749581523989,5.21135912078939,150.57114464429,124.392893597857,115.331309479839,9.83758183680085,435.343288498761,10.8621067201049,243.883296102487,15.3383088348379,1574.97750435597
"CNPMF781.250370914",118.918200782174,256.220252599572,80.3466947648161,6.07696937618936,156.141060284816,112.657079620237,179.232694272728,10.9002150174459,429.566924365852,12.2437609028446,240.174879666648,16.5829382435566,1619.06166989688
"CNPMF783.250370925",94.6599657444962,217.078280523835,65.1634126571286,6.14713327963719,140.312164387134,115.455138443457,148.146789543809,10.6070398891666,NA,NA,NA,NA,797.569924468664
"CNPMF785.250370926",100.323261478418,244.21447535652,81.6683077805021,5.71077045415262,144.325034962896,116.709199139292,162.577943290655,11.0530780262673,435.415827864177,11.4287479530789,244.026987024524,15.0410294094371,1572.49466273992
"CNPMF80.250370250",107.094437665588,292.05834376749,65.0956107573581,5.91061146384783,156.279122442634,127.443879056755,130.947501244403,10.5498138700232,NA,NA,NA,NA,895.379320268099
"CNPMF805.250370880",99.1483850390979,242.761263784114,63.8271296663796,5.56981614159347,142.704905853402,110.2987398801,144.040846137678,10.3685133719033,NA,NA,NA,NA,818.719599874267
"CNPMF806.250370891",107.708985820298,284.232051982022,70.2555455802983,6.02417731481259,151.757579890821,110.786239327698,134.254505234466,10.7272447060191,NA,NA,NA,NA,875.746329856434
"CNPMF807.250370892",95.9456887811909,243.107230183187,63.7721954926567,5.91856706956592,141.994601375427,120.705514820209,164.567062653861,10.9420092570769,439.657582855557,10.2437988944144,246.733522219184,14.8435892888555,1558.43136289118
"CNPMF808.250370903",143.006739461009,263.406853126774,86.3197624337191,6.40015345162984,149.103234730201,127.130774137648,225.085849456324,11.2925235608909,460.170628087479,12.6737302362509,260.524495115027,20.3086126284679,1765.42335642542
