ID_Clone,Ano,NR.P,PTR,PPA,AP,HI,RF,CR,DR,DCaule,Ácaro,MS,PROD.AMD,AMD,Porte,Nº.Hastes,Stand_Final,Branching_Level,Staygreen
CNPMF164.250370443,2020,2.99718645063851,2.53237722706182,9.62000164019875,0.0678155120076829,0.959102635879719,-0.00460756164190987,1.52838625805527,-0.840402770076903,-0.0239400827325504,-0.14876608523266,-0.396367712155567,0.326012774514118,-0.396367712125237,-0.151444649276986,0.0819060217892915,0.209901772261364,-0.15581874966926,NA
CNPMF170.250370385,2020,0.420753844258827,-0.590465521537262,-2.60269833612962,0.012412463077824,1.68484882951035,0.026956619669552,0.554639407689525,0.00325992232598537,-0.152323743067311,-0.0915142857505677,0.614329631836868,-0.137938293767029,0.614329631831266,0.0353645922589366,0.421246512007603,-0.104336144643794,-0.186742349373097,NA
CNPMF220.250370389,2020,1.21003380267982,3.07071143388943,9.99695911899214,0.0330064808257114,1.91849021617079,-0.0179616314936751,2.09102154544586,2.94596273818707,0.0666406797887605,-0.021548306988239,0.185924160911772,0.498570115697769,0.185924160931525,0.369516074817821,0.270659101374402,0.217755863623591,-0.169746189615089,NA
CNPMF222.250370390,2020,0.622072133349326,2.23168256091023,5.28091643753408,-0.00586672256059559,3.14405212865529,0.0198930689912876,2.52909801889492,4.43958399577918,0.107971739590212,-0.156094917208996,1.40572731140087,0.635233581684351,1.40572731135644,0.19321306025529,0.0376350660558692,0.0177287893264718,-0.17033599287787,NA
CNPMF237.250370425,2020,1.531363394651,0.813262941810036,6.00883078202637,0.147212672443433,-0.920461544156847,-0.0103487881494861,2.59869066028005,-1.98549610088782,0.103042367437421,-0.167369607629316,0.0906629052187639,0.131731747691049,0.090662905218582,0.195970171826984,0.134450794390501,0.140432967539856,-0.287410437737183,NA
CNPMF249.250370380,2020,-1.33121858490984,-3.90045050936088,-7.8904081364029,-0.161879050263485,-7.00612394345256,-0.00730427859084383,-1.47486357216269,-4.40789114604586,-0.278688080738485,-0.0228631446531245,-0.0629647075470137,-0.821579527261217,-0.0629647075178644,-0.243665241238782,-0.106234097567837,-0.549124107742345,-0.251957411215679,NA
CNPMF279.250370497,2020,1.49344053728127,0.895489880440893,5.7314902744421,0.143994453369368,-0.733688187051855,-0.0112922734818423,2.44812047592533,-2.04994471553222,0.099135563679846,-0.16737598218865,0.0449079096865405,0.108320117132735,0.0449079096885315,0.176361853717449,0.123382152049186,0.150053029965811,-0.275330687844123,NA
CNPMF284.250370532,2020,-0.540839612999271,-3.38904927206432,-7.25487795981392,0.00310586235710457,-4.75189248807597,-0.043048690458495,-0.530343576536421,-4.82348317698539,-0.241923607186574,0.156074541959682,0.552567824277718,-0.684121118252388,0.552567824267014,-0.0898468487053266,-0.0214528067202888,-0.187347777758141,-0.134751543770414,NA
CNPMF303.250370510,2020,1.46413058124009,0.806985267474765,5.83317444245405,0.149379929561113,-0.811830752361288,-0.00895992935063481,2.39166552604968,-1.91132431733873,0.105737168484967,-0.172494060466688,0.0904441081496506,0.096705620674827,0.0904441081500259,0.180627465327024,0.127546498120533,0.143041098697153,-0.282020021316631,NA
CNPMF337.250370524,2020,0.317348984984482,4.20169120457534,9.4039097798802,0.180431566662041,3.18751070045425,0.0242402815398751,2.44102927818371,2.5496289934094,0.138546193630742,-0.202258340104053,0.539857802461225,0.983792934953397,0.539857802448784,-0.0840770295342073,0.0614393569783521,0.245162825899782,-0.169462238961559,NA
CNPMF338.250370525,2020,1.04460349194924,1.8877384671318,6.00279129613876,0.0342922860745875,0.874598591254868,0.00206794449770525,-0.719312654643238,0.877181070591467,0.13368407388087,-0.00483598815226682,0.940758383877855,0.483291746596025,0.940758383860255,0.102658629994238,0.153912068277269,0.274450069895556,-0.0147160598796185,NA
CNPMF341.250370537,2020,-0.123096341312214,-1.76545807713295,-4.25169855362831,-0.0480965999249678,-1.35022377178166,-0.00624025255592713,-0.641734330494222,-1.39937713673492,-0.0619585003221581,0.0521370222834902,1.20759387408391,-0.332548066853496,1.20759387406833,-0.190040152731316,0.0572323818566187,-0.202330760879477,0.107752872162625,NA
