"N_Roots","FRY","ShY","DMC","StY","Plant.Height","HI","StC","Root.Le","Root.Di","Stem.D","Nstem.Plant"
4.29294224924012,4.94615604283529,14.2276081534772,29.0582529189292,1.51637718107623,1.19188824662813,24.5559309228324,24.4195480996521,23.2147300289559,28.8785406234032,2.1124893018018,2.13093591516828
