Clone,Ano,NR.P,PTR,PPA,AP,HI,RF,CR,DR,DCaule,Ácaro,MS,PROD.AMD,AMD,Porte,Nº.Hastes,Stand_Final,Branching_Level,Staygreen
BGM-0254,2017,0.541547111316434,0.420846995952127,2.34322932114478,0.197147621799925,-0.739177060733119,0.0967385769827612,1.57789194239032,-0.342851676766911,0.165776371833061,-0.269659944290538,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0284,2017,2.17432270795056,1.28198207911901,-2.57101172601278,0.15777992186975,15.6200317431301,-0.230157800714928,-0.735446389377204,-0.648534067100301,-0.219038159797806,0.0029473613998329,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0286,2017,4.73515076425617,1.66166933942258,4.6381415877909,0.401556832975827,2.23378141501689,0.42363495468045,3.56993328363455,1.52338523417408,0.0915139183604389,0.0029473613998329,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0287,2017,3.28918803078528,2.3963149491281,2.24799268409822,0.286059428604758,9.54276650938403,0.400109690990888,3.14589119594175,3.12723382723235,0.0321986843700604,0.152251549020037,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0290,2017,0.148995171201071,-0.865931730609822,-1.1166751066009,-0.123093475708992,-4.27607251382477,0.0967385769827612,-2.98452532304006,-2.07658248717713,0.368310335849307,0.139251014245018,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0323,2017,1.21643362889424,1.55837689742645,3.78856718946082,0.30692293891291,2.3521708494454,0.0967385769827612,0.742519767029817,2.61951243212924,0.238688598878911,0.411858319935389,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0324,2017,2.03872962026067,1.41436959567963,-0.618744212631234,0.113869795024556,8.49240861218773,-0.0667096118660833,0.845811782602986,5.61214847674936,0.0813872201596246,0.411858319935389,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0362,2017,3.61271495590589,2.43876989350786,-0.768261923146686,0.0957000873644762,16.0921710275695,-0.0667096118660833,-0.221371204539955,2.70806848941469,-0.0165041957815582,-0.269659944290538,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0389,2017,-0.276510647040823,-0.111152848311835,5.36704042655373,0.219102685222521,-6.91233504148678,-0.0667096118660833,3.69845207984386,-0.373682304118142,0.233287693171811,0.275554667090204,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0396,2017,2.09349664200508,2.66154893154189,3.12727435252056,0.238029464035106,8.25412226293794,-0.393605989563772,4.9836400419369,0.273760870257525,0.294047882376683,0.139251014245018,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0420,2017,-1.38267637898146,-0.344484831039752,-2.58416374684515,0.11462686617706,4.89704276157374,-0.230157800714928,1.16286387537416,-2.62831407780619,0.301474127723948,-0.133356291445353,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0441,2017,0.0739583000616056,-0.035434236170605,2.52112770819326,0.104027870042011,-4.00953320816628,-0.230157800714928,1.51363254428565,-0.0109304546452382,-0.165029102726806,0.139251014245018,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0442,2017,1.94431354508092,0.906890457124591,0.873202571617089,0.15096628149722,3.94882204721963,-0.230157800714928,4.14826786657644,-1.58263647876287,0.00307408740667775,-0.133356291445353,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0489,2017,-1.62940094093813,-1.31433472563116,0.767294193335311,0.15323749495473,-10.1613547992172,-0.0667096118660833,0.549741572715877,-3.2586418592389,0.199532032502438,0.411858319935389,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0514,2017,0.816088541924627,0.126726144166539,-0.663968705318007,0.132039502684637,3.10667590881486,0.260186765831606,2.09196712722753,-1.32352801485366,0.503332978526805,0.275554667090204,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0523,2017,-0.869457791979684,-0.32867972827826,2.04488611173663,0.0555753162817979,-5.12132613079769,0.260186765831606,-1.1210027780051,2.22133815974219,0.293372769163296,0.139251014245018,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0536,2017,1.84122134526616,0.927461409556023,-0.99530733541089,0.169893060309803,8.89194647141005,-0.0667096118660833,3.7627114779485,-0.192634364779072,0.145522975431436,-0.133356291445353,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0537,2017,-1.53810979207409,-1.85902728522515,0.317587375751026,-0.0708555661862615,-14.3555629366884,0.42363495468045,-2.47045013820281,-5.0199234430268,-0.0367575921831846,0.0029473613998329,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0555,2017,4.28960542553192,1.97526694404218,1.74238963259195,0.225159254442548,7.82329573188992,-0.230157800714928,2.54178291396009,0.92382792781203,0.0375048612894392,0.275554667090204,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0576,2017,-0.527227314408888,-0.703771350272679,-0.600285236024388,0.123711720007099,-3.57686197557749,-0.230157800714928,1.1923355537624,1.10553183794583,0.0105003327539406,0.0029473613998329,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0606,2017,-1.64018646235771,-1.13814224820602,-0.924631994396913,-0.111636750771589,-6.84138291217725,0.00934324551770742,-4.09110751765907,1.5621110129096,-0.0431463125079117,0.050243291546978,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0611,2017,-0.761959637406006,-0.230184715895439,-1.40874464967595,-0.214489210955127,1.69603756112961,0.400109690990888,-1.14569931247376,0.499600187920091,-0.259869000156915,0.142698473822598,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0613,2017,0.727246667786209,0.253434457547384,-0.0712048190306657,-0.119308119946475,2.10269864060744,0.42363495468045,0.678260368925171,3.19873464385541,-0.15625263095277,0.139251014245018,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0615,2017,-1.28427586596432,-0.774894324104759,-2.80636367775006,-0.3736840271876,-0.182253366643491,0.0967385769827612,0.935297961343795,0.635856748935731,-0.212287027663932,-0.133356291445352,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0646,2017,-0.848527626142563,-0.870965048757939,6.43927623020389,0.100999585432,-11.4727325836033,0.260186765831606,1.89918893291356,1.06026985311105,0.313626165564922,0.411858319935389,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0649,2017,-2.16757339655856,-1.70693354118424,-2.52324912404256,-0.127635902624012,-10.9558179965636,-0.393605989563772,-2.27767194388885,-5.87957316949013,-0.0165041957815602,0.139251014245018,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0658,2017,-2.18226904491229,-1.01277331658313,5.67553607309564,0.266798167830229,-11.5425737781586,0.260186765831606,2.34900471964613,-2.92081689996486,0.334554675179932,-0.269659944290538,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0665,2017,0.281923990400659,0.473149736708641,4.59637815321791,0.233163877653221,-3.62230185687554,0.00934324551770742,-0.542668195063223,2.71921999292469,-0.203995182247406,0.050243291546978,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0714,2017,0.831674835633121,1.41766282919867,-1.17135982479868,0.0207500432666448,12.4560501775527,-0.0667096118660833,-0.285630602644624,3.61527609849425,-0.340558538207554,0.139251014245018,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0717,2017,3.19567026853432,2.04157543964563,7.92614679588533,0.237272392882601,-0.570544359499242,0.260186765831606,5.24067763435552,3.32861686120737,0.375061467983181,0.0029473613998329,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0783,2017,0.0768528974646124,-0.516663219114436,0.662078026676288,0.0616318855018255,-5.41813787268479,-0.230157800714928,0.0356663878786315,-1.22250851246879,0.0105003327539406,0.275554667090204,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0805,2017,-0.165303904733341,0.0992685571675794,0.0256936364139539,-0.197836907877793,-0.357323278244319,0.400109690990888,-2.02136121131266,-0.277069907825516,-0.0990201304174204,0.152251549020037,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0806,2017,0.600997688747406,1.10778550321028,-0.661892070449736,0.0578465297393081,8.64053788270627,0.42363495468045,-1.63507796284231,2.86681342173373,0.0915139183604369,-0.542267249980909,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0813,2017,1.03316349109116,1.30474256566262,6.36629357701615,0.115383937329564,-2.69868577376084,0.42363495468045,0.605624485203975,6.23601527994655,0.0442559934233135,-0.175633599354643,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0834,2017,0.192636793584855,1.88948169560472,2.43044798561213,0.144909712277192,6.26514724518126,0.42363495468045,-1.1210027780051,3.48408193955287,0.10501618262819,-0.269659944290538,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0841,2017,1.23936774677959,2.09716077919439,3.53960174247598,-0.0178605855110266,4.9406852120981,0.587083143529294,1.77067013670426,1.14095426086,0.229912127104873,-0.269659944290538,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0843,2017,-0.924371447499813,-0.878725810402997,-3.3303678761769,-0.0602565700512133,3.21147751066733,0.260186765831606,-0.827276803805088,-0.75728233295532,-0.246042688333307,0.275554667090204,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0850,2017,1.98149798864261,4.06234325615465,8.57636424686148,0.0260495413341675,4.94257770412358,0.587083143529294,3.18437689500665,1.41121422827921,-0.0090779504342973,-0.133356291445353,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0851,2017,1.13516224027137,2.89308156635525,3.59428646067377,0.0858986580794125,8.42526115711128,0.419821246662503,1.64215134049496,7.57209193216603,0.216565389150532,-0.0446881385416513,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0859,2017,-0.567306355373587,-0.556273244540918,-2.40880346908012,-0.0254312970360608,3.00875969287579,-0.230157800714928,-1.41017006947604,-3.10317678089335,-0.22578929193168,0.0029473613998329,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0873,2017,1.10421231419308,0.400932563279144,3.74265048515129,0.163079419937272,-2.56332732558584,-0.0667096118660833,2.67030171016942,-1.71907840406189,0.125269579029814,-0.133356291445353,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0875,2017,1.30527550303265,0.644063713825118,5.14068722591228,0.281182519727794,-3.25268915321394,-0.0667096118660833,0.0999257859832939,1.31019472589438,0.219785428904063,0.548161972780574,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0886,2017,-0.942268049732221,-1.4029648930219,0.141534886363233,0.182006198749855,-11.0079891207872,0.0967385769827612,-0.145545114776493,-2.41834327121942,0.159700352912574,0.050243291546978,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0898,2017,3.54836582902368,5.38523056943135,5.35135029643791,0.253170887085171,12.9534520531473,0.260186765831606,3.37715508932059,6.54352972606567,0.0246777102350756,-0.542267249980909,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0914,2017,-0.531012557166665,0.479058414534692,0.0944644960157749,-0.123093475708992,3.84552122467468,0.0967385769827612,0.0356663878786502,-0.460270449019446,0.0105003327539406,0.139251014245018,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0915,2017,-0.720942679071603,-0.0555675087630713,3.01882786495534,0.128254146922121,-3.96758989588107,-0.230157800714928,2.02770772912288,1.40137466635861,0.132020711163686,0.411858319935389,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0917,2017,0.0523601502084067,-0.531544333639303,0.0356265080814559,0.16005113532726,-4.07358844091948,-0.230157800714928,-1.24952157421441,0.648320194035132,-0.0637621207186834,0.139251014245018,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0925,2017,1.10477363663517,0.0939457576878195,5.34423696181866,-0.0920535584563545,-5.69496056821525,0.260186765831606,2.27734265571455,-0.212551571796184,0.428395411840794,0.365871934169345,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0967,2017,1.4341803061376,1.15738506427559,-3.65144001740915,-0.0875111315413354,18.6493446837382,-0.0667096118660833,0.844441366705483,5.82930475662232,-0.347309670341428,0.050243291546978,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0973,2017,0.994217612878846,-0.450792403349955,-3.64947743426775,-0.0598780344749631,5.54730464352944,-0.393605989563772,-1.31378097231906,-1.66528879889596,-0.117771177789683,0.0029473613998329,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0975,2017,3.34262675207155,2.43154817616491,-1.83888256634375,0.016207616351624,19.5097983115328,-0.393605989563772,1.83492953480894,1.20130357397303,-0.111020045655809,-0.269659944290538,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0982,2017,-1.09122848531769,-1.15458158440833,-2.32735323480241,0.0146934740466174,-4.88761143221089,-0.557054178412616,-1.9563749533656,-1.48489683035154,-0.154902404525994,0.139251014245018,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0989,2017,0.912055578901212,-0.330211607714644,9.17974204469776,0.0866152335344335,-10.5451867372598,0.0967385769827612,-0.735446389377186,-4.49711471964543,0.265693127414408,0.275554667090204,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0996,2017,-2.83555741263689,-1.74501168717434,-4.61372822476787,-0.0806974911688043,-4.21074880626561,-0.393605989563772,-6.39027342258664,-4.99827640680146,-0.131273442057434,-0.133356291445353,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0998,2017,-0.475347222493471,-0.152513593094184,-0.139733769683582,0.0570894585868053,-0.531577703791914,-0.393605989563772,0.228444582192606,0.39445949648358,0.0712605219588122,0.275554667090204,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1023,2017,2.21818699167303,0.645814433180985,2.8771552194978,0.0661743124168448,-0.178648447701629,0.0967385769827612,-0.0928524083306651,2.72446775928235,0.00374920062006232,0.275554667090204,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1024,2017,0.956683855650161,-0.191244235490882,0.620083854895715,0.272345767246952,-2.45088147919112,-0.381423199955474,1.48128638404283,-1.15909272949245,0.0914587942740868,0.208057612858162,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1029,2017,2.25381280586388,0.525452477465156,5.09684715647103,0.259984527457702,-3.45502992578373,0.0967385769827612,-0.735446389377186,1.54240838722061,0.0645093898249377,0.275554667090204,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1031,2017,-1.17116390590839,-1.14911058642124,-3.42612381732491,0.14869506803971,-4.05530831164095,-0.230157800714928,-0.349890000749268,0.052698712441325,0.0173864875304911,-0.133356291445353,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1034,2017,-0.274061372315203,-0.228888724993864,1.21607806208925,0.106299083499522,-3.81433059672191,-0.0667096118660833,-0.157111806435327,-1.05195610584502,0.247465070652948,0.0029473613998329,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1041,2017,0.485881776643241,-0.830479663653524,0.447030949206532,-0.029216652798576,-6.40344671139001,0.0967385769827612,-2.27767194388885,1.7050891443079,0.0786867673060755,0.411858319935389,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1064,2017,0.76420845000921,0.623711601313169,3.43738515951558,0.290267373557835,-0.187361644291314,0.0967385769827612,1.25659495186707,3.06819645570873,0.294047882376685,0.275554667090204,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1081,2017,1.32152978075723,0.124756584891189,-0.177678563568304,0.136188700908745,2.98208177078038,-0.186039977218883,-0.928224583691141,-2.0923257862501,-0.179444565287169,0.142698473822598,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1103,2017,-0.428588341367988,-0.614265823203999,1.92582571262248,0.176706700682335,-6.70103731622449,-0.0667096118660833,0.999557359448442,0.942851080858516,0.0915139183604393,-0.133356291445352,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1153,2017,0.336698679719081,-0.547081967922618,0.687920593925873,0.101756656584501,-4.77828580010188,0.0967385769827612,1.83492953480892,-1.62593055121352,0.085437899439952,-0.269659944290538,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1159,2017,-2.75877603943348,-1.82428969787017,-1.61030828310068,0.00590891800959895,-13.5381201134214,-0.186039977218883,-4.75100676007353,-7.01091338884381,0.125321714219243,0.208057612858162,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1217,2017,0.317327143252809,0.268753251911216,3.49691535907265,-0.063284854661228,-4.23556118515104,0.587083143529294,0.549741572715858,3.52016033326178,0.185354655021299,-0.405963597135723,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1243,2017,0.690062224224515,1.57807249017995,-1.796426920148,0.0336202528592018,15.9213789569038,0.260186765831606,0.421222776506568,2.9606172453768,-0.178531366994557,-0.133356291445352,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1265,2017,0.995926215408277,0.372972509363641,0.569998340953432,0.0323566934853649,1.95363236608484,0.204726468254298,6.75295171664889,0.238260092611363,0.235376204041004,0.208057612858162,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1267,2017,-1.7072135585869,0.343557038554444,-0.0479003610645229,0.0225612210869308,2.84473500455157,0.00934324551770742,0.327004790118872,2.17462686128942,0.219291317067056,-0.107571029764206,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1269,2017,-1.04669621757913,-0.782334881367192,-3.08601717334378,-0.173817242926716,-0.959175196181362,-0.393605989563772,0.228444582192587,-1.04670833948736,-0.264945858308154,-0.133356291445352,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1272,2017,-0.775940029728718,-0.954561898000569,-1.45470511571377,0.132039502684637,-4.38188747226631,-0.230157800714928,0.0356663878786502,-3.26520156718596,0.0645093898249377,-0.133356291445352,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1274,2017,-1.32791748834811,-0.293446501241445,-0.236643396869522,0.135824858447152,-2.55473741782787,-0.393605989563772,0.678260368925171,1.11733931225055,0.0105003327539402,-0.405963597135723,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1283,2017,-2.82063910294448,-1.64631488348736,-0.995538072618475,-0.109844730540183,-11.3850799472465,0.587083143529294,-2.79174712872608,-3.99201720772117,0.0172514648878145,0.275554667090204,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1288,2017,0.627277186147729,1.52045601826341,2.80219560277909,-0.0440479912224071,4.05691812151285,0.204726468254298,-0.429248667969252,3.09585069725269,0.463950913670813,0.050243291546978,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1290,2017,1.46781828027838,1.15505492581868,2.93045551445007,0.226673396747554,2.24066862447155,0.260186765831606,3.7627114779485,1.31609846304673,0.0240025970216892,-0.133356291445352,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1297,2017,2.88015915160666,1.28198207911901,3.80633395444491,0.135067787294647,1.09132112945544,0.0967385769827612,3.37715508932059,-0.152620146301919,0.48307958212518,-0.269659944290538,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1299,2017,-1.46975276109541,-1.46380239063827,-1.37948478604087,-0.0958389142188711,-8.92418137535566,0.0967385769827612,-0.606927593167892,-6.46633904535542,-0.0570109885848073,-0.269659944290538,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1315,2017,-1.20255915466408,-0.636149815152331,0.927425815399698,0.0646601701118376,-4.91663228929652,-0.230157800714928,0.0999257859832939,-1.67840821479008,0.346706713020907,0.68446562562576,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1324,2017,0.35584755484666,-0.769861005956643,0.553400801903484,0.0866152335344335,-6.34212469245612,-0.393605989563772,4.53382425520434,-3.61417802997002,0.024002597021691,0.0029473613998329,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1326,2017,-1.39560653531071,-0.516663219114436,-0.792258592735586,0.0525470316717847,-1.71441274313896,0.260186765831606,-0.542668195063226,4.55987404287212,-0.0705132528525575,-0.405963597135723,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1333,2017,4.46185725973821,3.19517682300042,-0.468995764908196,-0.0163464432060207,11.2787689764882,0.0967385769827612,3.63063831755642,2.24731207529717,0.154951769171258,0.0029473613998329,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1336,2017,-2.29738495701645,-1.40318373294138,1.56656788041174,0.0351343951642076,-12.1250244795075,0.639474867651778,0.742519767029839,-2.41112759247763,0.0172514648878169,0.139251014245018,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1345,2017,-2.26090320393316,-1.72196930693334,0.875643195804327,0.101904547514232,-13.4760172165158,0.00934324551770742,0.60562448520395,-3.48093613875089,0.218444744068428,-0.423199672386572,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1348,2017,1.28036171350907,2.9217530181454,1.9126736917901,-0.00650451822347783,10.2319371164461,0.260186765831606,1.64049763837718,6.20498114362862,0.364085958095693,0.275554667090204,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1355,2017,-0.768369544213164,-0.954780737920053,2.81416396182694,0.119169293092079,-10.0122095043659,0.42363495468045,-1.31378097231906,-1.85486435856621,-0.0178544222083359,0.139251014245018,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1356,2017,-0.597810958774498,-1.10928172107528,-0.247488045626044,0.0222641855716493,-7.18577006590319,0.587083143529294,-3.43434110977262,-0.211001547030857,0.145522975431436,0.0029473613998329,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1361,2017,1.28367735317946,-0.683638077680213,4.31926276690764,0.19639055064742,-9.62079002575157,0.260186765831606,1.77067013670427,0.345261686880587,0.0780116540926887,-0.269659944290538,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1362,2017,1.27176849604379,-0.327395843236313,-1.41594335086969,-0.12388109126963,0.426990388015837,0.00934324551770742,1.95892014704585,-3.63120669355343,-0.209074620239179,-0.423199672386572,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1367,2017,-2.57224777915583,-1.827586039967,-0.363733193051309,-0.0940049004544126,-12.1805560436692,0.400109690990888,3.41749112492094,-6.79615079579109,0.244688507025923,-0.581013993697756,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1382,2017,-2.50891322877459,-1.77280435694872,0.938501201363805,-0.0852399180838244,-14.6495147980888,0.0967385769827612,1.1923355537624,-6.26379980988986,0.253541089573436,-0.678570902826094,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1395,2017,-1.35107426757216,-1.58022522780339,-3.18500343539799,-0.109466194963931,-7.99649168765262,-0.0667096118660833,-3.69137870219123,-5.32101403779725,-0.117771177789683,-0.405963597135723,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1427,2017,-1.7358576168045,-1.39755868600904,-2.04043067942667,-0.285106702344708,-6.33491004390034,0.260186765831606,-2.53879778789925,-4.60143179738706,-0.353385689261915,0.050243291546978,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1442,2017,1.28078275577645,1.11172462176098,-3.08624791055136,-0.140506112216569,19.4670975874611,-0.0667096118660833,-0.799705787481851,2.02848274609837,-0.23929155619943,0.0029473613998329,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1472,2017,-2.76217422274121,-2.04898033533668,-5.52190987382469,-0.193501092891803,-8.47471635819392,-0.393605989563772,-3.62711930408656,-4.68931416249455,-0.367563066743052,-0.269659944290538,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1476,2017,-2.83501857333982,-1.47236451376426,-4.02327583918193,-0.290784735988483,-6.97156267224845,-0.230157800714927,-2.87768248993939,-3.16603555684932,-0.431698822014864,-0.0764210414764923,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1483,2017,-2.30873878115656,-1.74774286230902,-4.95844961290071,-0.234382935126984,-5.13420456901928,-0.393605989563772,-2.41938934714849,-5.4491537315447,-0.17097883530088,0.275554667090204,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1487,2017,-0.0863578637971926,-0.240924920565447,-2.87858442372435,-0.0716126373387648,6.37340174915833,0.0967385769827612,-0.992483981795788,0.498758852841991,-0.0637621207186834,-0.542267249980909,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1488,2017,-2.69632376979083,-1.85733949843139,-5.34539591002172,-0.260123354312097,-9.1873011714026,-0.393605989563772,-3.85940399476921,-5.95340764078634,-0.151526838459056,-0.133356291445352,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1499,2017,2.15205657408128,1.44392361953667,-0.920317742945579,-0.158675819876649,11.5619555732084,0.260186765831606,2.34900471964615,3.97278018160949,-0.0298714374066304,-0.678570902826094,NA,NA,NA,NA,NA,NA,NA,NA
