probIn scale
0.2269635 0.0009468468
0.2035617 0.0009491204
0.2084272 0.0009734715
0.2051334 0.0009776983
0.2164285 0.0009557912
0.214724 0.0009496157
0.2082092 0.0009656912
0.2110157 0.0009699825
0.2124476 0.0009730965
0.2088977 0.000969529
0.2184505 0.0009475875
0.2145277 0.0009650801
0.2134662 0.000964824
0.2205319 0.0009531908
0.2098879 0.0009581314
0.2137449 0.0009680278
0.2154327 0.0009650839
0.2177822 0.0009723861
0.2188461 0.0009590259
0.2183904 0.0009494866
0.2325051 0.0009343031
0.2418438 0.0009319372
0.2350844 0.0009261854
0.251968 0.0009129053
0.2607349 0.0009151177
0.2774216 0.0009189992
0.2920537 0.0009188368
0.2936546 0.0009379211
0.2879968 0.0009288068
0.2812446 0.000908561
0.2837998 0.000904408
0.292186 0.0008956812
0.291911 0.0008712785
0.2729566 0.0008657242
0.2688712 0.0008663341
0.2728048 0.0008687789
0.278136 0.0008666354
0.2776433 0.0008752333
0.2759267 0.0008870368
0.2863693 0.0008674301
0.2869704 0.0008714666
0.2812266 0.000872131
0.2994479 0.0008874714
0.2985486 0.0009002195
0.3045016 0.0008779156
0.3067636 0.0008813621
0.3137222 0.0008993901
0.3160151 0.0008969723
0.3077426 0.000895481
0.3110718 0.0009066646
0.3051502 0.0008999055
0.2994134 0.0008915811
0.298723 0.0008928348
0.3104971 0.000905976
0.3003722 0.000905209
0.2937554 0.0008997882
0.3018684 0.0009216434
0.3074832 0.000950188
0.3100633 0.0009649593
0.3231405 0.0009484002
0.3264174 0.0009691808
0.3271465 0.0009737574
0.328613 0.0009631352
0.3268886 0.000963798
0.3162452 0.0009869244
0.3219436 0.0009982414
0.3262829 0.001013387
0.3279584 0.0009978908
0.3283055 0.001008972
0.3220659 0.001005928
0.3114869 0.001003023
0.3011464 0.001011792
0.3121636 0.001009345
0.3092682 0.001018369
0.3267534 0.001024248
0.3195621 0.001026233
0.3422925 0.001029114
0.3481846 0.001043094
0.3526916 0.00101478
0.344039 0.001014459
0.3545335 0.001011323
0.3579198 0.001018134
0.3612353 0.001043104
0.3572312 0.001059592
0.3580043 0.001051224
0.3715958 0.001026576
0.3735578 0.0009838658
0.3535722 0.001007397
0.3538782 0.001024863
0.3564383 0.001010627
0.3555664 0.001012656
0.3536063 0.001017655
0.3404471 0.001020759
0.346566 0.001037798
0.3362319 0.001043534
0.3476293 0.001056872
0.3528834 0.001063024
0.3442181 0.001069221
0.3306384 0.001096833
0.3411666 0.001104043
0.3331672 0.00112254
0.3288188 0.00109577
0.3208536 0.001089123
0.3160317 0.001094989
0.3185795 0.0010944
0.328952 0.001106165
0.3173765 0.001111541
0.3205379 0.00110298
0.3183261 0.001099345
0.333575 0.001081607
0.3312693 0.001061868
0.3353319 0.001055634
0.324751 0.00106122
0.3276768 0.001065337
0.3337945 0.001039562
0.3284721 0.00104879
0.328982 0.001034601
0.3338941 0.001039885
0.3199754 0.001044534
0.3151762 0.0010202
0.3177607 0.001021708
0.3250011 0.001013886
0.3174675 0.001028475
0.3244687 0.001026335
0.3231198 0.001042405
0.3224094 0.001037865
0.3250694 0.001031355
0.3432741 0.001038569
0.3317296 0.001035196
0.3176193 0.001022464
0.3170832 0.001007174
0.316454 0.0009918566
0.2945108 0.001003554
0.3001564 0.001017291
0.3048512 0.0009968951
0.3015738 0.001009905
0.3028184 0.00101336
0.2927448 0.0009949027
0.3050323 0.0009942614
0.3221497 0.0009846255
0.3046814 0.0009873028
0.3038206 0.0009833187
0.3074782 0.0009730338
0.3060318 0.0009689964
0.2997966 0.0009620863
0.3053178 0.0009728794
0.289086 0.0009366729
0.2778829 0.0009333475
0.2711782 0.0009476398
0.2857734 0.0009596809
0.2814654 0.0009516932
0.2874054 0.0009606153
0.2878119 0.0009596598
0.279858 0.0009538423
0.2841614 0.0009428085
0.2900227 0.0009503757
0.2794205 0.000943663
0.2923956 0.0009594532
0.2899964 0.0009491642
0.3005764 0.0009585475
0.2982704 0.0009552558
0.3085252 0.0009554206
0.3161126 0.000944543
0.3119094 0.0009302955
0.3067638 0.0009242767
0.3142002 0.0009465187
0.3143798 0.0009548286
0.3091733 0.0009785726
0.3181626 0.0009790154
0.3191054 0.0009510651
0.3175487 0.0009472424
0.3096199 0.0009675207
0.3077716 0.0009649704
0.3249577 0.0009561888
0.3161487 0.0009779371
0.3065025 0.0009807385
0.3055394 0.0009532593
0.3262887 0.0009445708
0.3172256 0.0009343556
0.3104076 0.000930705
0.3100196 0.0009269968
0.2973046 0.0009438463
0.3164987 0.0009193981
0.3056775 0.0009166418
0.2882182 0.0009212189
0.2963126 0.0009278518
0.3037892 0.0009294958
0.2952794 0.0009465983
0.2960463 0.0009371323
0.2824322 0.0009502804
0.2882132 0.0009525404
0.2838932 0.0009309357
0.2843759 0.0009265731
0.272465 0.0009369065
0.2488586 0.0009260491
0.2578166 0.0009165567
0.2655509 0.0009058404
0.2769491 0.000895645
0.2856913 0.0008999936
0.2796277 0.0008965022
0.290444 0.0008792171
0.28216 0.000891431
0.2689656 0.0009068532
0.2758814 0.0009168079
0.2660318 0.0009291894
0.2562474 0.0009263388
0.2470923 0.0009440169
0.2404649 0.0009381651
0.2376841 0.0009348406
0.2257376 0.0009331366
0.231878 0.0009471674
0.2271408 0.0009401584
0.2383858 0.0009295725
0.2334775 0.0009183329
0.2260193 0.0008990536
0.2318951 0.0008876971
0.2555003 0.0009037442
0.2599932 0.0009058132
0.2561869 0.000890373
0.2669389 0.0008823225
0.2732426 0.0008996111
0.2581471 0.0008883081
0.2549894 0.0009008341
0.2610211 0.0008966743
0.2676543 0.0008954711
0.2648751 0.0009008793
0.2562641 0.0009094035
0.2488211 0.0009149099
0.2470774 0.0009031227
0.2606234 0.0008859809
0.2699565 0.0008911011
0.2698361 0.0009069729
0.2589824 0.0008942248
0.2748094 0.0008954047
0.2779824 0.000884987
0.2800228 0.0008716029
0.2848805 0.0008634995
0.2781926 0.0008542411
0.2704457 0.0008503507
0.268662 0.0008340808
0.2623333 0.0008305443
0.2612442 0.0008503671
0.2660897 0.0008476074
0.2631037 0.0008586607
0.2542951 0.0008527043
0.260465 0.0008568358
0.2718541 0.0008659035
0.2804879 0.0008751196
0.2709379 0.0008715261
0.2700895 0.0008691503
0.2747181 0.0008862452
0.2740854 0.0009011175
0.2771099 0.0008993225
0.2610928 0.0009097329
0.2592485 0.0009068984
0.2653498 0.000913498
0.2682159 0.0009132473
0.2745335 0.0009199874
0.2804122 0.0009171665
0.2679238 0.0009059277
0.2604858 0.0008930657
0.2592346 0.0008840846
0.2572103 0.0009008836
0.270122 0.0008903974
0.2845272 0.0009052447
0.2967951 0.0009060834
0.29437 0.0009036516
0.2925656 0.0009230273
0.2892155 0.0008988567
0.2962979 0.0008821345
0.3052482 0.0008902247
0.3195042 0.0008925824
0.3242854 0.0009033745
0.3146908 0.0008852845
0.3082109 0.0008824862
0.3061755 0.0008833201
0.3199429 0.0008853461
0.312932 0.0008923601
0.3239197 0.0008999057
0.3212418 0.0008966513
0.3224435 0.0008949976
0.332975 0.0009044673
0.3397927 0.0008882792
0.3405689 0.0008831908
0.3285668 0.000885924
0.3156748 0.0008898659
0.3120254 0.0009002937
0.3025674 0.0008940082
0.3015789 0.0008902076
0.3045766 0.0008819435
0.3192975 0.0008759929
0.3232151 0.0008773352
0.3174682 0.0008728108
0.3122312 0.0008841592
0.31835 0.0008723311
0.3140208 0.0008558316
0.3109358 0.0008445247
0.3061557 0.0008432626
0.3158652 0.0008550266
0.3338041 0.0008518388
0.3264247 0.0008467121
0.3143177 0.0008654777
0.3154634 0.0008850511
0.3115279 0.0008800533
0.3092547 0.0008799858
0.3076072 0.0009022704
0.3046229 0.0009013195
0.3046757 0.0009148994
0.3009964 0.0009127846
0.2930055 0.0009157371
0.2895345 0.0009005435
0.3046503 0.0009049234
0.2941793 0.0009059681
0.3033503 0.0008968996
0.2988122 0.0008922259
0.3118167 0.0009118366
0.3126744 0.0009204195
0.3081212 0.0009166415
0.3248614 0.0009056924
0.3303787 0.0009248788
0.3231388 0.0009253504
0.328294 0.0009299069
0.3405109 0.0009215518
0.3433565 0.0009139765
0.3439899 0.0009274496
0.347178 0.0009251868
0.3431294 0.0009099733
0.3235035 0.0008974427
0.3359884 0.0009153704
0.3276432 0.0009202774
0.3257075 0.0009329636
0.3338099 0.0009142509
0.3395682 0.0009085648
0.3444809 0.0009170107
0.3319671 0.0008983266
0.3331193 0.0008787361
0.3389792 0.0008846755
0.3392189 0.0008745053
0.3423265 0.0008538985
0.3420629 0.000855972
0.3384463 0.0008590006
0.3281716 0.0008424212
0.3292898 0.0008443389
0.3274279 0.0008433735
0.3373458 0.0008578699
0.3320566 0.0008543795
0.3628996 0.0008579798
0.35811 0.0008430665
0.3390713 0.0008430217
0.3292559 0.0008358953
0.3300188 0.0008350189
0.35366 0.0008309276
0.3493617 0.000824334
0.3546367 0.000811173
0.3602128 0.0008070824
0.3724645 0.0008004225
0.3746384 0.0008186556
0.3838289 0.000801983
0.4038061 0.0008185358
0.397932 0.0007951219
0.4100752 0.0007893865
0.4112778 0.000795546
0.4277313 0.000783244
0.4168479 0.0007812204
0.4263553 0.0007862576
0.4126911 0.0007765921
0.3988031 0.0007779077
0.3916202 0.0007867822
0.3930255 0.0007974922
0.3972639 0.0007862547
0.4186297 0.0007788379
0.4061947 0.000786793
0.3798526 0.0007849151
0.3683509 0.0007990377
0.358056 0.0008023621
0.3733626 0.0008141089
0.3748746 0.0008068625
0.3740845 0.0008171252
0.3829754 0.0007925096
0.3634747 0.0007875044
0.3717359 0.0007771304
0.3837835 0.0007930369
0.3685312 0.0007962974
0.3693789 0.0008009991
0.3825455 0.0008058606
0.3847695 0.0008114294
0.3866213 0.0008171085
0.3723234 0.0008067716
0.3612465 0.0008069626
0.3618933 0.0008249595
0.3636006 0.0008179796
0.3738288 0.0008059942
0.3683554 0.0008000096
0.3814758 0.0008026741
0.3703674 0.0007966771
0.3792146 0.0008131934
0.3699351 0.0008166542
0.3644963 0.000822555
0.3629675 0.0008226517
0.3638376 0.0008197246
0.3719505 0.0008057358
0.3614775 0.0008152466
0.3662046 0.0008117862
0.3713662 0.000799518
0.3756869 0.0008067967
0.3742064 0.000816282
0.367483 0.000803666
0.3597544 0.0007970366
0.3614675 0.0008121297
0.3672033 0.0008325549
0.3743304 0.0008166373
0.362397 0.0008166438
0.3570928 0.0007993004
0.3573086 0.0008129292
0.3520338 0.0008190247
0.3594613 0.0008366193
0.3629417 0.0008122749
0.3440042 0.0007978783
0.3486166 0.0008039648
0.3480306 0.0008189633
0.3351462 0.0008295444
0.3228156 0.0008375992
0.3412865 0.0008352921
0.3579574 0.0008486306
0.3530253 0.0008397711
0.3489993 0.0008500303
0.3444195 0.0008453676
0.3475963 0.000845876
0.3434007 0.0008656618
0.3243772 0.0008722516
0.327548 0.0008779599
0.311927 0.0008765048
0.3112162 0.0008748621
0.3043752 0.0008776735
0.313641 0.0008839765
0.3139749 0.0009010599
0.3031988 0.0009099541
0.2884126 0.0009219987
0.280465 0.0009231798
0.2771158 0.0009190656
0.288561 0.0009189135
0.2872913 0.0009325766
0.2877254 0.0009442945
0.2755084 0.0009482326
0.2844743 0.0009250729
0.2649962 0.0009201023
0.2603556 0.0008902655
0.2507913 0.000884946
0.2691823 0.0008696902
0.2714991 0.0008642433
0.2730629 0.0008541345
0.267182 0.0008628566
0.2600541 0.0008720354
0.2699587 0.000857857
0.2758828 0.0008437046
0.2709317 0.000842394
0.2725651 0.0008382987
0.2863092 0.0008454738
0.2704606 0.0008410505
0.2644791 0.000866162
0.2760955 0.0008669103
0.2847881 0.0008830282
0.2845212 0.0008969118
0.2883244 0.00090665
0.2880331 0.0008832385
0.289137 0.0008805295
0.2984218 0.0008812373
0.2913552 0.0008722311
0.2974802 0.0008361036
0.2931441 0.0008304366
0.2764582 0.0008437055
0.2821017 0.0008296423
0.2784734 0.0008170893
0.2861917 0.0008095015
0.3016238 0.0008005705
0.3055038 0.000810651
0.3080909 0.000800242
0.3025536 0.0007919174
0.3080625 0.0007820224
0.323827 0.0007945578
0.3149003 0.000792039
0.2954082 0.0007985285
0.2852613 0.0008101634
0.281156 0.0008030775
0.2746215 0.0008106768
0.2820035 0.0008153511
0.2860605 0.0007959713
0.2877071 0.000795126
0.2715588 0.0007958941
0.2807272 0.0007963192
0.2744423 0.0008024547
0.2848489 0.0007933548
0.3005488 0.0007706326
0.3107111 0.0007912503
0.3001886 0.0007894911
0.2903068 0.0007980646
0.3119601 0.0007980491
0.3208854 0.0008023623
0.312687 0.0007975799
0.3056977 0.0008188294
0.318338 0.0008174382
0.3105254 0.0008251567
0.3164978 0.0008138945
0.3132696 0.0008121617
0.3198649 0.0008137043
0.3253279 0.0008018266
0.3275436 0.0007944845
0.3249963 0.0007823079
0.3297134 0.0007698384
0.332616 0.0007817983
0.3426597 0.0007682105
0.3425626 0.0007617851
0.325674 0.0007495661
0.3339982 0.0007530774
0.3512068 0.0007584268
0.3511452 0.000758716
0.3595458 0.0007552317
0.3705348 0.0007655419
0.3596794 0.0007617646
0.3672342 0.0007588727
0.3598961 0.0007658008
0.3472678 0.0007504597
0.3464824 0.0007468887
0.3587055 0.0007508296
0.3701423 0.0007530179
0.3485845 0.0007517791
0.3513326 0.0007546473
0.3355716 0.0007470219
0.3368745 0.0007508733
0.3172377 0.0007652758
0.314406 0.0007563102
0.3295925 0.0007611675
0.3377305 0.0007617701
0.3276877 0.0007661381
0.3134803 0.0007385412
0.3225971 0.0007502622
0.3359785 0.000740172
0.3564575 0.0007355579
0.3604869 0.0007352379
0.3516144 0.0007480463
0.3535935 0.0007541495
0.3560725 0.0007567958
0.3710642 0.0007537617
0.3622615 0.0007391084
0.3629466 0.0007432761
0.3588858 0.0007374976
0.3595559 0.0007396674
0.3608978 0.0007483654
0.3702533 0.0007431126
0.3750973 0.000748307
0.3804158 0.0007493744
0.3727518 0.000737164
0.3777408 0.0007374531
0.3802701 0.000739714
0.3753227 0.0007341016
0.3815888 0.0007306063
0.3851591 0.0007257013
0.3696617 0.0007381532
0.3877986 0.0007480891
0.3915857 0.0007411883
0.3904742 0.0007338178
0.395266 0.0007331855
0.3980481 0.0007309622
0.3966485 0.0007340398
0.4060686 0.0007262271
0.4013154 0.0007227555
0.397165 0.0007218282
0.4074831 0.000700619
0.3995798 0.0007102759
0.3944377 0.0007012741
0.3902807 0.0007089702
0.3732668 0.000710237
0.3799225 0.0007214798
0.3816726 0.0007353575
0.3789708 0.000727502
0.3768898 0.0007327785
0.3820037 0.0007390442
0.3822477 0.0007409963
0.3836204 0.0007530102
0.3607746 0.0007500691
0.3721114 0.0007525032
0.3776325 0.0007701684
0.3926147 0.000775021
0.386547 0.0007654344
0.385737 0.0007661496
0.4020842 0.0007672868
0.4005929 0.0007611738
0.3958812 0.0007592878
0.3908083 0.000765572
0.389696 0.0007413701
0.3904929 0.0007331725
0.3980715 0.0007220503
0.4053779 0.0007164431
0.3980073 0.0007044467
0.3892201 0.000716283
0.3758739 0.0007106036
0.3883808 0.0007004271
0.3976759 0.0007016643
0.3976421 0.0007002181
0.4133058 0.0007056389
0.4203381 0.0006961854
0.4149736 0.0007019892
0.4033572 0.0006877068
0.4024198 0.0006815787
0.4154249 0.0006970808
0.4165428 0.0006964368
0.4333663 0.0006869691
0.4266228 0.000694226
0.4269883 0.0006987009
0.4217909 0.0006904738
0.4353776 0.0006907128
0.4278851 0.000682315
0.4258896 0.0006849467
0.4102407 0.0006850524
0.4038452 0.0006931126
0.3873788 0.0006980391
0.3763119 0.0006828056
0.3910145 0.0006847935
0.4066831 0.0006825404
0.4036605 0.0006818984
0.3900451 0.0006772819
0.3915739 0.0006796267
0.3952922 0.0006706852
0.3995237 0.0006709263
0.4105424 0.0006795241
0.4175809 0.0006542008
0.4156511 0.0006589011
0.4189639 0.0006468914
0.4293559 0.0006509965
0.421489 0.0006543798
0.4110132 0.000652731
0.4248812 0.0006565757
0.4214889 0.0006665402
0.4185855 0.0006798232
0.4252402 0.0006796246
0.4421412 0.0006746498
0.4601294 0.0006550406
0.4573125 0.0006528033
0.4497477 0.0006507657
0.460559 0.000641585
0.467669 0.0006472776
0.4647222 0.0006555791
0.4469761 0.0006479665
0.4633519 0.000652992
0.440863 0.0006409837
0.4331412 0.0006336894
0.4342646 0.0006414587
0.4479336 0.0006422821
0.4557114 0.0006469675
0.4591663 0.0006445428
0.4559717 0.0006454167
0.4575747 0.0006565846
0.4517857 0.0006659392
0.4477622 0.000662956
0.4444049 0.0006694084
0.4460647 0.0006564314
0.4340072 0.0006571721
0.4211744 0.0006473497
0.4157092 0.0006449828
0.4308338 0.0006299694
0.4294923 0.000628737
0.4466634 0.0006339376
0.4568352 0.000631386
0.4548672 0.0006437577
0.452453 0.0006432759
0.4482648 0.0006359836
0.4373962 0.0006401734
0.4312281 0.0006552012
0.4178853 0.0006504569
0.4300739 0.0006465445
0.4348333 0.0006614339
0.4201169 0.000658183
0.4138766 0.0006556705
0.410249 0.0006566956
0.4148631 0.0006581761
0.4224003 0.0006657511
0.4293869 0.0006635817
0.4327297 0.0006719653
0.4327482 0.0006614131
0.4131815 0.0006752944
0.4091534 0.0006761358
0.4161646 0.000669766
0.4210476 0.0006604825
0.4114569 0.0006780295
0.4109733 0.0006841498
0.4171596 0.0006693712
0.4150367 0.0006721879
0.4362264 0.0006594456
0.4262283 0.000673768
0.4271201 0.0006636358
0.4389068 0.0006701884
0.4419948 0.0006605072
0.4357723 0.0006528457
0.4390078 0.000654412
0.4377308 0.0006613105
0.448071 0.0006710289
0.4483851 0.0006786875
0.4549604 0.0006760378
0.4573497 0.0006797812
0.4749329 0.0006862186
0.4786199 0.000687244
0.4751617 0.0006739657
0.4941296 0.0006760242
0.4885241 0.0006663563
0.4962031 0.0006520023
0.5116852 0.000642516
0.5104876 0.0006468509
0.4896527 0.0006541039
0.4951547 0.0006525969
0.4901055 0.0006513796
0.5040403 0.0006586088
0.5092594 0.00065529
0.5153385 0.0006498147
0.518151 0.0006552032
0.5111602 0.0006495149
0.5143578 0.0006500657
0.5063414 0.00063286
0.4944992 0.0006292433
0.5052378 0.0006209543
0.5015866 0.0006209592
0.5131566 0.0006090769
0.5000774 0.0005956166
0.4886175 0.0005962359
0.4976115 0.0006062626
0.4974266 0.000600242
0.4980222 0.0005934558
0.4954182 0.0005958441
0.4987851 0.0005916893
0.4737387 0.0005903499
0.4719697 0.0005934202
0.4673404 0.0005996542
0.4613246 0.0006034598
0.4709269 0.000613499
0.4789946 0.0006127554
0.5007126 0.0006120748
0.5032233 0.0006024286
0.5161595 0.0006045282
0.5133172 0.0005963752
0.4979194 0.0006007776
0.5234676 0.0006024336
0.5106054 0.0006006673
0.515846 0.0006144001
0.528903 0.0006231031
0.5353289 0.0006176577
0.5273224 0.0006204594
0.5352958 0.0006363364
0.5149588 0.0006359664
0.514865 0.0006446817
0.5291998 0.0006537115
0.5197097 0.0006605399
0.5066499 0.0006471208
0.51884 0.0006407535
0.5060334 0.0006348275
0.504111 0.0006329645
0.4934867 0.0006336139
0.4679736 0.0006284706
0.4727654 0.000618411
0.4650383 0.0006150508
0.4704702 0.0006190732
0.4728884 0.0006149112
0.4695925 0.0006086827
0.4746492 0.0005938984
0.4691834 0.0005821362
0.4698924 0.000573363
0.4767824 0.0005863024
0.4636844 0.0005916925
0.4492099 0.0005841805
0.4340761 0.0005825907
0.4442526 0.0005792862
0.4358894 0.0005933701
0.44593 0.0005931197
0.4360757 0.0005947509
0.4478615 0.000593147
0.4399585 0.0005878457
0.4400317 0.0005963325
0.4567218 0.0005955103
0.4506616 0.0006013317
0.45478 0.0005988756
0.4712454 0.0005993505
0.4523449 0.0006089625
0.4556917 0.000600589
0.4611812 0.0006186345
0.4512827 0.000627933
0.4688894 0.0006424817
0.4771002 0.0006452111
0.5008979 0.0006438123
0.4890156 0.000638109
0.4926835 0.0006311316
0.5005449 0.000627021
0.5013374 0.0006109103
0.4932232 0.0006047725
0.4695844 0.0006101085
0.454328 0.0006110324
0.4357754 0.0006172097
0.4215262 0.00062668
0.4337168 0.0006271168
0.4510276 0.0006362526
0.4650486 0.00063104
0.4591435 0.0006382013
0.4637797 0.0006332158
0.4466839 0.0006379014
0.4528857 0.0006353035
0.4629724 0.0006317049
0.477633 0.0006213636
0.4852082 0.0006230851
0.470348 0.0006295784
0.4840869 0.0006195894
0.4694081 0.0006143149
0.467867 0.0006202204
0.4783211 0.0006186812
0.4750853 0.0006295612
0.4900306 0.0006315051
0.464242 0.0006301672
0.465548 0.0006358894
0.4749413 0.0006387958
0.4708421 0.000640729
0.4654839 0.0006465908
0.4676918 0.000647798
0.4554611 0.0006355306
0.4484873 0.0006395539
0.4339908 0.0006516924
0.4181896 0.0006479159
0.4267557 0.0006386573
0.4113513 0.0006358942
0.4173761 0.0006325191
0.411765 0.0006372015
0.4067379 0.0006408675
0.4003389 0.0006487019
0.3986141 0.0006415182
0.4009124 0.0006482136
0.403172 0.0006413058
0.3914772 0.0006364977
0.3747756 0.000644444
0.3754796 0.0006413265
0.3832991 0.0006302864
0.3614167 0.0006339103
0.3626975 0.0006330645
0.367054 0.0006398029
0.36087 0.0006319899
0.3533358 0.000643687
0.3380486 0.0006352742
0.3480234 0.0006468898
0.3459356 0.000632086
0.3640821 0.0006290696
0.3781852 0.000617277
0.3720177 0.0006171082
0.3659002 0.0006197283
0.3647219 0.0006166477
0.3728194 0.0006227935
0.3734556 0.0006172237
0.3633609 0.0006096319
0.3654172 0.0006022142
0.3627898 0.0006111986
0.3662845 0.0006201966
0.3677956 0.0006242436
0.373693 0.0006302905
0.3844319 0.0006465574
0.3825758 0.0006351437
0.3779222 0.0006424387
0.3980507 0.0006440822
0.4059573 0.0006452694
0.4201894 0.0006442673
0.4159618 0.0006373402
0.4045915 0.0006292871
0.4089132 0.0006265498
0.406123 0.0006280956
0.4068381 0.000635384
0.4066663 0.0006254693
0.4005111 0.000623659
0.3921711 0.0006348468
0.3925867 0.0006323561
0.4118773 0.0006257082
0.4155036 0.0006123964
0.4108676 0.0005993879
0.4157216 0.0005990854
0.4153581 0.0005905299
0.403591 0.0005843898
0.4058825 0.0005904276
0.412572 0.0005867243
0.4131516 0.0005842066
0.4272411 0.0005819616
0.437967 0.0005865244
0.4316676 0.000585713
0.43228 0.000575872
0.4357451 0.0005627277
0.4276858 0.0005580477
0.4270205 0.0005564745
0.415006 0.0005525249
0.4155962 0.000551842
0.4054343 0.0005642432
0.395071 0.0005692515
0.3836966 0.0005623701
0.3826957 0.000575868
0.3907819 0.0005681213
0.3939352 0.0005672083
0.407138 0.0005572753
0.3885727 0.0005596142
0.3965862 0.0005566553
0.4057513 0.000547653
0.4028662 0.0005461315
0.3986448 0.0005502111
0.3922806 0.0005527896
0.3965771 0.0005558669
0.4119666 0.0005575101
0.4201511 0.000546775
0.4348112 0.0005389795
0.4300143 0.0005403074
0.4357002 0.0005444403
0.4423822 0.0005400365
0.44375 0.0005517058
0.4374587 0.0005622361
0.4373842 0.0005474543
0.4448555 0.000553488
0.4440799 0.000567839
0.4530934 0.0005699506
0.4598566 0.0005623539
0.4436997 0.0005580479
0.442358 0.0005516904
0.4340729 0.0005519529
0.431137 0.0005516395
0.4255917 0.000551538
0.4361048 0.0005596698
0.4355794 0.0005622615
0.4261039 0.0005715554
0.4233294 0.0005611577
0.417695 0.0005597987
0.413219 0.000549339
0.4200402 0.0005533426
0.42157 0.0005500317
0.4077871 0.000551624
0.4025725 0.0005496098
0.3905943 0.0005499497
0.4029967 0.0005579816
0.4118533 0.0005524912
0.4129926 0.0005415481
0.4139055 0.0005491373
0.4083416 0.0005544123
0.4217247 0.0005526356
0.4194376 0.000560012
0.429338 0.000551789
0.4225746 0.0005546191
0.4270926 0.0005566037
0.4310868 0.00055858
0.4265487 0.0005405721
0.4305244 0.0005461037
0.4291506 0.0005392916
0.4329844 0.0005415575
0.4426528 0.0005411613
0.4573302 0.0005346447
0.4597703 0.00053331
0.4557117 0.000533269
0.4375856 0.000529593
0.4523727 0.0005299558
0.4537985 0.0005278013
0.4422834 0.0005251492
0.4318859 0.0005332934
0.4251056 0.0005371865
0.4194305 0.0005403731
0.4155777 0.0005401118
0.3949886 0.0005337548
0.3923386 0.0005383708
0.3898395 0.0005459431
0.3850996 0.0005415615
0.3822726 0.0005456382
0.3849596 0.0005394404
0.3830921 0.0005424894
0.3686998 0.0005424368
0.3794862 0.0005380518
0.3760894 0.0005445579
0.3796991 0.000541578
0.3840685 0.0005448929
0.4006428 0.0005574432
0.4082826 0.0005515964
0.4139197 0.0005528066
0.4119857 0.000560308
0.4095945 0.0005477166
0.4075367 0.0005585013
0.4259063 0.000553986
0.434259 0.000542912
0.439028 0.0005431266
0.4178203 0.0005419152
0.4279146 0.0005434358
0.4243534 0.0005441312
0.4106182 0.0005494301
0.4187519 0.0005435704
0.4063227 0.0005432051
0.4204349 0.0005393711
0.425488 0.0005351452
0.4339576 0.0005222286
0.4334217 0.0005255946
0.4399526 0.0005185024
0.465412 0.0005245177
0.4713084 0.0005342581
0.4831753 0.0005238544
0.4769632 0.0005181711
0.4818477 0.000523932
0.4725832 0.0005245815
0.4693637 0.0005143795
0.4662444 0.0005250204
0.4783745 0.0005206124
0.4857578 0.0005263434
0.4859268 0.0005440222
0.494777 0.0005515203
0.4894279 0.0005436267
0.476292 0.0005455243
0.4626222 0.0005534859
0.4539811 0.00055161
0.4673865 0.0005560556
0.4664241 0.000543535
0.488741 0.0005580452
0.4839905 0.0005531959
0.4801783 0.0005439918
0.4803435 0.0005550006
0.4693109 0.0005495499
0.479769 0.0005497192
0.4672841 0.0005427945
0.4667448 0.000549574
0.4744358 0.00055489
0.4775798 0.0005458318
0.4816165 0.0005469083
0.4647237 0.0005521534
0.4631893 0.0005508834
0.4484873 0.0005569346
0.4549711 0.0005601906
0.4578503 0.0005633921
0.4523734 0.0005719198
0.4440505 0.0005724836
0.4420755 0.0005797001
0.4344402 0.0005705181
0.4364099 0.0005677006
0.4344695 0.0005726203
0.4451049 0.000575118
0.4237018 0.0005720234
0.4372436 0.0005851008
0.4236458 0.0005887594
0.4299707 0.0005922593
0.4274947 0.0005937306
0.4175597 0.000587787
0.4143085 0.0005821645
0.417553 0.0005810089
0.4123191 0.0005758423
0.4101705 0.0005818887
0.4011944 0.0005785656
0.4052813 0.0005736517
0.4283068 0.0005694749
0.4138726 0.000579573
0.4120856 0.0005757689
0.4042627 0.0005694319
0.3967203 0.0005641882
0.3956044 0.0005589053
0.4042346 0.0005605586
0.4035598 0.0005597075
0.3920474 0.0005562486
0.3887433 0.0005581143
0.3956764 0.0005507143
0.3934686 0.0005542674
0.3829128 0.0005524099
0.3991946 0.0005487366
0.4076816 0.0005488507
0.3939919 0.0005526751
0.4014447 0.0005600509
0.3959705 0.0005685375
0.4050492 0.0005713509
0.4076657 0.0005682463
0.3824784 0.0005780622
0.3681868 0.0005851771
0.3688153 0.0005760526
0.3761464 0.0005802237
0.3874467 0.0005790657
0.4088313 0.0005696135
0.4005595 0.0005643293
0.3998763 0.0005594756
0.3925882 0.000565045
0.3945107 0.0005539513
0.4074176 0.0005533418
0.4183378 0.0005555218
0.4187031 0.0005480957
0.4068815 0.000537869
0.404971 0.0005378492
0.4149722 0.0005359432
0.4099468 0.0005370518
0.4102678 0.0005489288
0.3927571 0.0005523922
0.4073152 0.0005596828
0.3974193 0.0005477059
0.4051464 0.0005465963
0.415922 0.0005568861
0.4043847 0.0005554641
0.4138486 0.0005472949
0.4071805 0.0005439126
0.3781754 0.0005434939
0.3773039 0.0005405029
0.3804053 0.0005460447
0.3804646 0.0005485718
0.3997107 0.0005461595
0.3988056 0.0005438451
0.4011393 0.0005428517
0.3939278 0.0005500662
